time, Presion
63.75, 3.20738972879421
64, 3.2508837909412
64.25, 3.25744556992666
64.5, 3.2698471856905
64.75, 3.3086238716364
65, 3.31116798167246
65.25, 3.31408895889302
65.5, 3.32574332674927
65.75, 3.37218855206703
66, 3.37005728551649
66.25, 3.36388422668784
66.5, 3.402688978095
66.75, 3.42505563260134
67, 3.4254887326952
67.25, 3.45137997166648
67.5, 3.48754830183723
67.75, 3.48860447948196
68, 3.4859820339123
68.25, 3.48346587717912
68.5, 3.53695926263685
68.75, 3.54760265377188
69, 3.55129936118651
69.25, 3.59431062704818
69.5, 3.61080509206175
69.75, 3.60941165352428
70, 3.61085315126008
70.25, 3.6458406918438
70.5, 3.67361746110473
70.75, 3.68367911579267
71, 3.68146122995755
71.25, 3.67797168516912
71.5, 3.72874031834603
71.75, 3.74825802742295
72, 3.74445597101122
72.25, 3.75739872129044
72.5, 3.80324781363289
72.75, 3.80569102469381
73, 3.79730458380016
73.25, 3.82562425385246
73.5, 3.86266712404615
73.75, 3.87191933188576
74, 3.86333552612799
74.25, 3.88090959460121
74.5, 3.93200590930253
74.75, 3.93809444329365
75, 3.93254236916934
75.25, 3.93116865480697
75.5, 3.93429618759073
75.75, 3.9976779382313
76, 4.00570710496079
76.25, 4.00756022700633
76.5, 4.01170952638906
76.75, 4.07317928129787
77, 4.07566027945754
77.25, 4.0853546983385
77.5, 4.07568740253798
77.75, 4.07595864327007
78, 4.14447623027134
78.25, 4.14806330537899
78.5, 4.14955423369309
78.75, 4.15629770494183
79, 4.14842218360065
79.25, 4.17963857095455
79.5, 4.22215995216644
79.75, 4.22447866756221
80, 4.21885973626921
80.25, 4.25606910125166
80.5, 4.3039483612149
80.75, 4.2973942887107
81, 4.30061283601907
81.25, 4.29506413467211
81.5, 4.36075953157695
81.75, 4.37065214389485
82, 4.36247206479073
82.25, 4.37223762508704
82.5, 4.37612375706934
82.75, 4.39342754153276
83, 4.44468554263172
83.25, 4.450812574555
83.5, 4.45024983811234
83.75, 4.45054600631782
84, 4.4457653001621
84.25, 4.50549772326497
84.5, 4.52829770551653
84.75, 4.52924706487488
85, 4.53108607275314
85.25, 4.52775530380058
85.5, 4.60432726778415
85.75, 4.60795968210524
86, 4.61167168663886
86.25, 4.60572165349821
86.5, 4.6046949768708
86.75, 4.60553775429072
87, 4.62785835270492
87.25, 4.68811822201754
87.5, 4.68214745371736
87.75, 4.68097913386949
88, 4.68925711720034
88.25, 4.6901621900606
88.5, 4.76903638472503
88.75, 4.76859208296833
89, 4.76808436021704
89.25, 4.77127439061583
89.5, 4.76738632970001
89.75, 4.83050765372545
90, 4.85742461601799
90.25, 4.85357940067368
90.5, 4.85784486609127
90.75, 4.85752159357719
91, 4.85716601865873
91.25, 4.85904116146953
91.5, 4.88880046633822
91.75, 4.94170899883602
92, 4.94855411314875
92.25, 4.94522910019333
92.5, 4.93950609903843
92.75, 4.94766502942253
93, 5.01032164498103
93.25, 5.00875476714465
93.5, 5.00755493681106
93.75, 5.00397382039734
94, 5.00808815924964
94.25, 5.00922144546459
94.5, 5.06060350718833
94.75, 5.10318180218745
95, 5.09073331846565
95.25, 5.10099178693132
95.5, 5.09029292131236
95.75, 5.09993955588623
96, 5.0929867153206
96.25, 5.12242293744155
96.5, 5.18549789651683
96.75, 5.18900172451907
97, 5.19907761120855
97.25, 5.19931981115688
97.5, 5.19869703408459
97.75, 5.23384442585817
98, 5.28091938115292
98.25, 5.28434701676801
98.5, 5.27891656255379
98.75, 5.27647555702811
99, 5.2810951032418
99.25, 5.2870731345834
99.5, 5.28686203008501
99.75, 5.37092555714492
100, 5.3783652099882
100.25, 5.37829362581977
100.5, 5.37081832977783
100.75, 5.37641488212033
101, 5.37419702041791
101.25, 5.38185609383136
101.5, 5.39106856696593
101.75, 5.47137927216634
102, 5.47103337557062
102.25, 5.47544064084522
102.5, 5.47066929751488
102.75, 5.48103678488809
103, 5.46775754514564
103.25, 5.55809928771975
103.5, 5.57183894935592
103.75, 5.58228671444972
104, 5.57061544816135
104.25, 5.57317398441185
104.5, 5.56398356058831
104.75, 5.5933682182497
105, 5.65743981055232
105.25, 5.67478512882657
105.5, 5.66929298676845
105.75, 5.67639036655873
106, 5.67448301720063
106.25, 5.67470959941219
106.5, 5.66333503099736
106.75, 5.66708630441058
107, 5.68489625235586
107.25, 5.76150744171768
107.5, 5.7564676631552
107.75, 5.75750208680542
108, 5.76589928340468
108.25, 5.76444135792377
108.5, 5.76421119286451
108.75, 5.76177584255891
109, 5.76008895924439
109.25, 5.84208564005
109.5, 5.86953972465851
109.75, 5.86651327573219
110, 5.864717669901
110.25, 5.86887572479315
110.5, 5.86561540410683
110.75, 5.86793844109558
111, 5.85989957664865
111.25, 5.87514765904466
111.5, 5.86616191829442
111.75, 5.86981315820275
112, 5.88714353176849
112.25, 5.9677708493023
112.5, 5.97196222560689
112.75, 5.97552025080066
113, 5.97283662755205
113.25, 5.97832443354184
113.5, 5.97041246402097
113.75, 5.97734978115674
114, 6.0127576483654
114.25, 6.08209876488586
114.5, 6.07673811459379
114.75, 6.07837615141763
115, 6.06905938854759
115.25, 6.07754696648982
115.5, 6.07689987636065
115.75, 6.08600591259332
116, 6.09603831332472
116.25, 6.18802448013386
116.5, 6.18100718677943
116.75, 6.1889099242221
117, 6.18961013249862
117.25, 6.19105198723391
117.5, 6.1790536400314
117.75, 6.1879832997711
118, 6.18969251515102
118.25, 6.23450565386059
118.5, 6.30655093272901
118.75, 6.3042640218269
119, 6.32001644139958
119.25, 6.39107184118062
119.5, 6.40591135873264
119.75, 6.4162149040373
120, 6.40959995929579
120.25, 6.43907819951091
120.5, 6.52572266261983
120.75, 6.51958051600792
121, 6.54381367321621
121.25, 6.62238538892782
121.5, 6.62544903987301
121.75, 6.61527172724464
122, 6.6176053988349
122.25, 6.6427996799584
122.5, 6.72638609007278
122.75, 6.73294710051414
123, 6.72862462380182
123.25, 6.85098300487707
123.5, 6.85016239077891
123.75, 6.87507525982439
124, 6.9087629081885
124.25, 6.98406675047576
124.5, 6.9809301861073
124.75, 6.97902570138016
125, 6.98174323417623
125.25, 7.00319538014523
125.5, 7.10033601591965
125.75, 7.10641047101841
126, 7.10979267073272
126.25, 7.1005250256939
126.5, 7.12558966243868
126.75, 7.20455127208265
127, 7.22404340648193
127.25, 7.23457952298023
127.5, 7.22829930343425
127.75, 7.35614513228276
128, 7.35599827117543
128.25, 7.35369782991191
128.5, 7.35108011804119
128.75, 7.35935233074885
129, 7.46046497749887
129.25, 7.48722370458236
129.5, 7.48411019575249
129.75, 7.52088219610114
130, 7.58057784958413
130.25, 7.61592297971618
130.5, 7.60670426146421
130.75, 7.6282742897993
131, 7.61465601063887
131.25, 7.68910377854597
131.5, 7.74928370107344
131.75, 7.75991450462543
132, 7.74425721043592
132.25, 7.79767836991757
132.5, 7.88125493252149
132.75, 7.88429754594462
133, 7.88920492188307
133.25, 7.87792514185873
133.5, 7.86896529754106
133.75, 7.9603220048012
134, 8.02230432664439
134.25, 8.03520774841356
134.5, 8.02665657942563
134.75, 8.13891427107063
135, 8.16416643562553
135.25, 8.16115159594367
135.5, 8.17033538674136
135.75, 8.17721640667735
136, 8.16514446062619
136.25, 8.23995529511928
136.5, 8.31423421039238
136.75, 8.31913237088863
137, 8.31924309711786
137.25, 8.4179559225515
137.5, 8.46706042194529
137.75, 8.46956824313608
138, 8.46706042194529
138.25, 8.45700842039568
138.5, 8.46345496975862
138.75, 8.57308803146099
139, 8.61182856403714
139.25, 8.60572714741656
139.5, 8.60481087624298
139.75, 8.67539019653904
140, 8.71639103216567
140.25, 8.73430440433806
140.5, 8.73139860469817
140.75, 8.71476700284945
141, 8.72474796470371
141.25, 8.7518468846009
141.5, 8.88724885230828
141.75, 8.89529600766728
142, 8.88065679944939
142.25, 8.92907268769647
142.5, 8.99925685208495
142.75, 9.05581925110023
143, 9.07286021234181
143.25, 9.05497557617788
143.5, 9.04669365892465
143.75, 9.05551792960456
144, 9.04928282596625
144.25, 9.21663214706851
144.5, 9.21994485876475
144.75, 9.19595464866663
145, 9.21896319044651
145.25, 9.31014934075798
145.5, 9.37131590364593
145.75, 9.37577605439311
146, 9.36879046590474
146.25, 9.37393559516064
146.5, 9.38810708430351
146.75, 9.37958289596789
147, 9.49315134360076
147.25, 9.53357484334517
147.5, 9.5331307407667
147.75, 9.53865177093532
148, 9.54166747580426
148.25, 9.53465346431259
148.5, 9.52450656636452
148.75, 9.64746684658403
149, 9.70648837464224
149.25, 9.7083618226057
149.5, 9.70374345747137
149.75, 9.74927999585616
150, 9.85770940731551
150.25, 9.88178180294246
150.5, 9.88806406769266
150.75, 9.88398507470427
151, 9.95508099202105
151.25, 10.0372366067483
151.5, 10.0468933443487
151.75, 10.0416795574957
152, 10.0500697329939
152.25, 10.0369694242769
152.5, 10.0559236042839
152.75, 10.0496015705307
153, 10.1644145674015
153.25, 10.2222099775707
153.5, 10.2280279822083
153.75, 10.2095307223762
154, 10.2627665704909
154.25, 10.3552800783019
154.5, 10.4045664552686
154.75, 10.3907274591117
155, 10.4053973809187
155.25, 10.4073364655078
155.5, 10.3932171192653
155.75, 10.3928021344843
156, 10.4476541130175
156.25, 10.5055917556021
156.5, 10.5962387262794
156.75, 10.5937709329196
157, 10.6236345185118
157.25, 10.7465431326826
157.5, 10.7893595190798
157.75, 10.7876364137938
158, 10.8066416752398
158.25, 10.7580993128762
158.5, 10.7637925222685
158.75, 10.7652252504569
159, 10.7739331734361
159.25, 10.8274456290613
159.5, 10.9699274970582
159.75, 10.9625931039122
160, 10.9649643859515
160.25, 10.9585084055675
160.5, 11.0546081434891
160.75, 11.1504745963035
161, 11.1102170479687
161.25, 11.157786181112
161.5, 11.1503261873687
161.75, 11.1488422066561
162, 11.1535174148111
162.25, 11.1653254694203
162.5, 11.2120112798731
162.75, 11.304690338548
163, 11.3584954722869
163.25, 11.353318784344
163.5, 11.3439160996512
163.75, 11.3751373006223
164, 11.3506746720858
164.25, 11.3472382467439
164.5, 11.3613682294104
164.75, 11.3561902321949
165, 11.4666844469673
165.25, 11.5058597295944
165.5, 11.5034097503711
165.75, 11.5160097293404
166, 11.5011133686443
166.25, 11.6224113631163
166.5, 11.7085049824281
166.75, 11.6867080938136
167, 11.7068688065589
167.25, 11.7104141432978
167.5, 11.694526947522
167.75, 11.9236031871571
168, 11.914996816226
168.25, 11.9132128627481
168.5, 11.9064758930995
168.75, 11.9379344735479
169, 11.9188827948897
169.25, 11.9195966838308
169.5, 11.9240792968523
169.75, 11.929555924959
170, 12.0988535441797
170.25, 12.1169026448612
170.5, 12.12355697559
170.75, 12.1452795210128
171, 12.1149675254539
171.25, 12.1247672464679
171.5, 12.0937418392664
171.75, 12.1319103043191
172, 12.1938716240271
172.25, 12.1818270045397
172.5, 12.3199340073273
172.75, 12.3357677729478
173, 12.2990449083904
173.25, 12.3246491942198
173.5, 12.3724356107554
173.75, 12.5242001648021
174, 12.5269509154157
174.25, 12.5302025814329
174.5, 12.5372507536447
174.75, 12.5293687404598
175, 12.5213250259032
175.25, 12.5368335917023
175.5, 12.5247836068777
175.75, 12.5307863031321
176, 12.6854218254848
176.25, 12.7565330615329
176.5, 12.7654924253813
176.75, 12.7558539350361
177, 12.7487677099384
177.25, 12.7609907264715
177.5, 12.8248846663128
177.75, 12.9750734973349
178, 12.9799098545539
178.25, 12.9906253474927
178.5, 12.9781823772092
178.75, 12.9639825954395
179, 12.977491450647
179.25, 12.9796507182943
179.5, 12.9687285131193
179.75, 12.975332542211
180, 13.0080568938698
180.25, 13.0895541926528
180.5, 13.1874372040934
180.75, 13.1959966472831
181, 13.16498959607
181.25, 13.1789710169455
181.5, 13.2409919104254
181.75, 13.2687337540236
182, 13.3063150979252
182.25, 13.4260859152901
182.5, 13.4354261184479
182.75, 13.4408365740841
183, 13.4221551410064
183.25, 13.4429834740778
183.5, 13.4317607668168
183.75, 13.4087634210681
184, 13.4406576812287
184.25, 13.5745949186408
184.5, 13.6478747716946
184.75, 13.6521442066116
185, 13.6439244631695
185.25, 13.6638693077294
185.5, 13.7482401554978
185.75, 13.8415117589826
186, 13.9089644685134
186.25, 13.8955031643391
186.5, 13.8980926431508
186.75, 13.9147508188683
187, 13.8990175739541
187.25, 13.8999425663125
187.5, 13.8992025675013
187.75, 13.8984626080858
188, 13.8960580120368
188.25, 13.9052624671298
188.5, 13.8990175739541
188.75, 14.0803262164278
189, 14.1584089036012
189.25, 14.1590684755794
189.5, 14.1747187611493
189.75, 14.1464006461605
190, 14.1475304007931
190.25, 14.2534197581188
190.5, 14.3602450081861
190.75, 14.4002470268058
191, 14.3827683440732
191.25, 14.4164517075514
191.5, 14.4067171247035
191.75, 14.3995762200056
192, 14.5410368729864
192.25, 14.6283413745499
192.5, 14.6630877482377
192.75, 14.6663570743392
193, 14.6689925840838
193.25, 14.6809559394313
193.5, 14.9075925574759
193.75, 14.9256593694459
194, 14.9081878179218
194.25, 14.9372356063195
194.5, 14.9265533511509
194.75, 14.9769510514046
195, 15.0574004301711
195.25, 15.1998096870821
195.5, 15.3530649334002
195.75, 15.405620338486
196, 15.3872797542133
196.25, 15.405107734995
196.5, 15.3828771691284
196.75, 15.4520302305515
197, 15.5669581270845
197.25, 15.6671979084531
197.5, 15.6787232257165
197.75, 15.6779928636512
198, 15.6622983058126
198.25, 15.6708475443768
198.5, 15.6769495482905
198.75, 15.9435585181246
199, 15.9333229319277
199.25, 15.9444073592212
199.5, 15.9246304997872
199.75, 15.9702655933328
200, 16.2254958199211
200.25, 16.2093071159762
200.5, 16.2279795170783
200.75, 16.2236602880831
201, 16.2113567914228
201.25, 16.2354869123545
201.5, 16.2918218770415
201.75, 16.5031907363198
202, 16.5350161821928
202.25, 16.5227514529715
202.5, 16.5214320244586
202.75, 16.5202226408807
203, 16.5390881037925
203.25, 16.72036157463
203.5, 16.8142035487243
203.75, 16.8381664252023
204, 16.7967008871326
204.25, 16.8057574968856
204.5, 16.8134202925719
204.75, 16.8185121098337
205, 16.929852687959
205.25, 17.1175733108294
205.5, 17.2754429126004
205.75, 17.3380976688402
206, 17.3760423760758
206.25, 17.4048594367113
206.5, 17.3878990384205
206.75, 17.4206770163882
207, 17.3849485763839
207.25, 17.6640807119558
207.5, 17.7203011490686
207.75, 17.7016785852423
208, 17.7159384129522
208.25, 17.7369955801593
208.5, 17.716881616226
208.75, 17.8721294149191
209, 18.0271179616871
209.25, 18.0493257335501
209.5, 18.0279577581598
209.75, 18.0473439296759
210, 18.0407394881887
210.25, 18.2182132089938
210.5, 18.3427867863018
210.75, 18.3590902209473
211, 18.3322308679764
211.25, 18.3407117329711
211.5, 18.3386369143836
211.75, 18.3360132152442
212, 18.3411999596938
212.25, 18.471162101087
212.5, 18.6696975853565
212.75, 18.6353135840475
213, 18.6723690313744
213.25, 18.6497670027489
213.5, 18.6573393581436
213.75, 18.8302242174471
214, 18.9949750885187
214.25, 19.0163502431609
214.5, 19.0747799945182
214.75, 19.3101713336458
215, 19.3294569603915
215.25, 19.3644773739181
215.5, 19.360869403735
215.75, 19.3567468323757
216, 19.3436763584804
216.25, 19.4204869671135
216.5, 19.5399483046553
216.75, 19.7094003112602
217, 19.6601444853135
217.25, 19.6731669494453
217.5, 19.6829230844972
217.75, 19.7773944381565
218, 19.873641743323
218.25, 19.9668358958962
218.5, 19.9800615059355
218.75, 19.9576695081985
219, 19.9883735291812
219.25, 20.0024120700859
219.5, 19.9948925735632
219.75, 19.9913001841119
220, 20.1196277955138
220.25, 20.25154178892
220.5, 20.3223528893229
220.75, 20.3182960156801
221, 20.3440709264962
221.25, 20.3296573032386
221.5, 20.3460341349131
221.75, 20.4812725277747
222, 20.7042378675727
222.25, 20.695765884401
222.5, 20.737608463505
222.75, 20.706855929387
223, 20.7212611881022
223.25, 20.695765884401
223.5, 20.7225023010037
223.75, 20.9911449304227
224, 21.0305754412613
224.25, 21.0834050029846
224.5, 21.0389044572774
224.75, 21.0341446157214
225, 21.040864705092
225.25, 21.126874871424
225.5, 21.1449492629028
225.75, 21.3218628021782
226, 21.4555900433779
226.25, 21.4256263106756
226.5, 21.4056025142507
226.75, 21.4383914480502
227, 21.4501649310244
227.25, 21.4600882160955
227.5, 21.4257688959123
227.75, 21.4432427671019
228, 21.8123426871738
228.25, 21.8983001739452
228.5, 22.1965093468252
228.75, 22.2447906922549
229, 22.2088469676207
229.25, 22.2287345624946
229.5, 22.1911922477753
229.75, 22.2189733696452
230, 22.2779013995457
230.25, 22.6239232639616
230.5, 22.5847365500833
230.75, 22.6154182640789
231, 22.6095494214521
231.25, 22.6417715744931
231.5, 22.6157192714286
231.75, 22.6036821018267
232, 22.7901461273244
232.25, 22.9797540264871
232.5, 22.9919149619508
232.75, 22.9722618113709
233, 22.9310982706456
233.25, 22.9791423255067
233.5, 22.9472035911006
233.75, 22.9724146893004
234, 23.1002697867797
234.25, 23.3005196571412
234.5, 23.3819917472209
234.75, 23.3904737098505
235, 23.413289102869
235.25, 23.4058113020544
235.5, 23.3851818492879
235.75, 23.3907850330557
236, 23.4016060886825
236.25, 23.4161718097212
236.5, 23.5617797768898
236.75, 23.8816884760137
237, 23.9203395971472
237.25, 24.0634770844578
237.5, 24.1308296804596
237.75, 24.2210070751634
238, 24.2299546424774
238.25, 24.2176223708511
238.5, 24.2391474765067
238.75, 24.2401960036575
239, 24.3026246417991
239.25, 24.6663021019288
239.5, 24.6539118114449
239.75, 24.645873761493
240, 24.6735258051982
240.25, 24.6687644904144
240.5, 24.6733616066326
240.75, 24.6421836982148
241, 24.6568652228319
241.25, 24.8866685081291
241.5, 24.9633015614348
241.75, 25.0761070748974
242, 25.1020700722606
242.25, 25.1148527286987
242.5, 25.0924664762545
242.75, 25.0792779618822
243, 25.1368407435348
243.25, 25.0801124724651
243.5, 25.3649554599126
243.75, 25.5310054943204
244, 25.5148695703733
244.25, 25.5358482611004
244.5, 25.5348286549212
244.75, 25.5507221448616
245, 25.5587151215782
245.25, 25.705582915839
245.5, 26.010422028855
245.75, 25.9786783021904
246, 25.9692577927447
246.25, 25.9947615587733
246.5, 25.9668383968907
246.75, 26.0293829466143
247, 25.9887075520997
247.25, 25.9883616514504
247.5, 26.0344935021194
247.75, 26.1551854370103
248, 26.2351135342107
248.25, 26.4665892202449
248.5, 26.5483523063128
248.75, 26.6099952904346
249, 26.858895548501
249.25, 26.8192440189426
249.5, 26.8635432546389
249.75, 26.8020263643281
250, 26.8251344591282
250.25, 26.8393303782223
250.5, 26.7995293845536
250.75, 27.2069986982703
251, 27.0592947907613
251.25, 27.3173056070027
251.5, 27.277884969897
251.75, 27.3145788462519
252, 27.2886881902576
252.25, 27.2983148297958
252.5, 27.3078540000635
252.75, 27.3102165951735
253, 27.579611886882
253.25, 27.694562488817
253.5, 27.7854809827468
253.75, 27.8412869438364
254, 27.81128773317
254.25, 27.8386005112618
254.5, 27.7936181598959
254.75, 27.7720783304474
255, 27.8295241398033
255.25, 27.7997226065834
255.5, 27.8996185728559
255.75, 27.9503521016874
256, 28.2804941842111
256.25, 28.307796792656
256.5, 28.3256047470855
256.75, 28.2692042572531
257, 28.250679732671
257.25, 28.300733247313
257.5, 28.2651597970661
257.75, 28.4198242099623
258, 28.4769042225422
258.25, 28.7023615049874
258.5, 28.7501538731052
258.75, 28.7703461218929
259, 28.809431082185
259.25, 28.8103897132574
259.5, 28.7736011756453
259.75, 28.7476667096397
260, 28.7743671241652
260.25, 28.8315836040772
260.5, 28.981438781968
260.75, 29.2602112075632
261, 29.4274675974187
261.25, 29.4107283840285
261.5, 29.6444666840966
261.75, 29.7447555836715
262, 29.7768403687248
262.25, 29.8523361763249
262.5, 29.8633640327054
262.75, 29.8437948712924
263, 29.8040999772949
263.25, 29.8246354888685
263.5, 29.8475686349174
263.75, 29.9950184181574
264, 29.8274143254118
264.25, 29.8471713741705
264.5, 30.2852535442996
264.75, 30.3177195873011
265, 30.2782003106451
265.25, 30.2818274827652
265.5, 30.3000706835056
265.75, 30.2940219961905
266, 30.3576944950831
266.25, 30.2860597327562
266.5, 30.4190715052609
266.75, 30.276991349822
267, 30.6553148058251
267.25, 30.5550057611546
267.5, 30.7513482701552
267.75, 30.8594888569837
268, 30.9161190580545
268.25, 30.8557924923015
268.5, 30.8520965703716
268.75, 30.88506750557
269, 31.1212017064113
269.25, 31.3167014121009
269.5, 31.2976378314187
269.75, 31.365507011745
270, 31.4160611865665
270.25, 31.3925496353
270.5, 31.3900427752773
270.75, 31.37698944881
271, 31.4091626403702
271.25, 31.3967281802388
271.5, 31.386282860587
271.75, 31.3782423325775
272, 31.5746212909698
272.25, 31.7984586645022
272.5, 31.9428952612411
272.75, 31.9456588664713
273, 31.9219634039768
273.25, 31.968946416741
273.5, 31.9794792363505
273.75, 31.9519310114208
274, 32.0335810466835
274.25, 31.9264248827104
274.5, 32.3193358601985
274.75, 32.0537328287409
275, 32.3244982160963
275.25, 32.3994451055674
275.5, 32.5481277235168
275.75, 32.4540414219194
276, 32.5116504783335
276.25, 32.5082970586685
276.5, 32.5283145302065
276.75, 32.552026821225
277, 32.5379489478692
277.25, 32.548344327803
277.5, 32.5151124356696
277.75, 32.6615000797788
278, 32.8736756536177
278.25, 33.032996921146
278.5, 33.3066034863592
278.75, 33.4815005220314
279, 33.6814029731991
279.25, 33.6606759070995
279.5, 33.6500372357684
279.75, 33.6977695600341
280, 33.7253641290342
280.25, 34.0404791659479
