T, M, MD, MT
218.5, 7.070892, 7.139041, 7.421675
218.6, 7.071623, 7.143963, 7.421755
218.7, 7.074256, 7.141619, 7.423164
218.8, 7.073756, 7.141874, 7.425657
218.9, 7.071623, 7.140865, 7.424433
219, 7.074712, 7.138786, 7.4211
219.1, 7.071778, 7.13982, 7.420775
219.2, 7.077005, 7.14028, 7.422544
219.3, 7.074502, 7.138676, 7.423264
219.4, 7.074412, 7.138481, 7.42209
219.5, 7.072499, 7.142913, 7.42137
219.6, 7.072689, 7.141549, 7.42174
219.7, 7.075178, 7.141099, 7.421695
219.8, 7.072519, 7.141844, 7.422769
219.9, 7.073736, 7.140745, 7.422629
220, 7.074702, 7.139935, 7.424528
220.1, 7.074271, 7.142099, 7.42149
220.2, 7.071137, 7.140715, 7.421985
220.3, 7.073215, 7.142089, 7.422429
220.4, 7.076094, 7.138251, 7.424233
220.5, 7.071818, 7.140505, 7.420556
220.6, 7.069745, 7.141839, 7.42192
220.7, 7.075073, 7.138896, 7.420131
220.8, 7.075063, 7.139081, 7.420481
220.9, 7.072169, 7.137612, 7.419536
221, 7.075784, 7.1395, 7.416458
221.1, 7.072874, 7.141449, 7.419106
221.2, 7.071417, 7.141864, 7.416608
221.3, 7.075989, 7.141539, 7.419501
221.4, 7.06981, 7.140475, 7.416968
221.5, 7.074697, 7.141694, 7.415539
221.6, 7.071342, 7.140675, 7.416653
221.7, 7.072844, 7.138946, 7.416293
221.8, 7.076024, 7.136087, 7.414289
221.9, 7.072734, 7.14073, 7.420331
222, 7.075113, 7.136942, 7.418252
222.1, 7.076915, 7.135318, 7.417892
222.2, 7.074026, 7.135588, 7.418182
222.3, 7.07647, 7.133549, 7.418267
222.4, 7.070266, 7.134259, 7.417228
222.5, 7.074942, 7.134778, 7.418177
222.6, 7.06994, 7.135173, 7.416498
222.7, 7.073345, 7.134219, 7.418402
222.8, 7.072033, 7.134798, 7.418402
222.9, 7.072654, 7.136897, 7.416653
223, 7.072985, 7.135903, 7.418127
223.1, 7.071808, 7.134878, 7.415484
223.2, 7.073731, 7.134908, 7.417198
223.3, 7.071708, 7.136507, 7.418507
223.4, 7.075864, 7.134353, 7.418432
223.5, 7.072955, 7.133364, 7.418242
223.6, 7.072634, 7.136902, 7.416303
223.7, 7.075022, 7.135098, 7.417677
223.8, 7.073616, 7.133379, 7.418292
223.9, 7.067908, 7.135683, 7.418417
224, 7.074627, 7.134194, 7.416888
224.1, 7.070551, 7.133894, 7.419451
224.2, 7.073746, 7.135413, 7.416873
224.3, 7.070361, 7.135853, 7.416863
224.4, 7.072304, 7.133909, 7.416958
224.5, 7.071407, 7.133959, 7.416238
224.6, 7.067106, 7.133389, 7.415299
224.7, 7.067457, 7.137537, 7.417587
224.8, 7.066751, 7.135498, 7.416443
224.9, 7.066756, 7.133659, 7.418117
225, 7.068844, 7.134314, 7.419336
225.1, 7.068889, 7.137587, 7.418582
225.2, 7.069179, 7.137177, 7.417572
225.3, 7.067883, 7.135478, 7.417912
225.4, 7.068709, 7.134598, 7.418112
225.5, 7.067257, 7.134928, 7.418752
225.6, 7.068443, 7.134703, 7.416423
225.7, 7.068078, 7.135968, 7.418492
225.8, 7.068619, 7.135168, 7.418732
225.9, 7.068939, 7.134393, 7.416458
226, 7.067532, 7.135008, 7.416698
226.1, 7.068123, 7.134798, 7.416798
226.2, 7.067397, 7.136327, 7.417128
226.3, 7.068654, 7.135958, 7.418142
226.4, 7.068108, 7.133184, 7.418262
226.5, 7.069234, 7.135048, 7.417837
226.6, 7.070216, 7.134668, 7.418212
226.7, 7.067802, 7.134978, 7.417253
226.8, 7.070146, 7.133709, 7.418492
226.9, 7.069325, 7.136597, 7.416238
227, 7.069244, 7.132989, 7.419766
227.1, 7.066961, 7.134343, 7.416733
227.2, 7.067036, 7.132824, 7.415009
227.3, 7.069785, 7.133094, 7.414549
227.4, 7.070601, 7.133479, 7.414104
227.5, 7.068338, 7.135153, 7.411706
227.6, 7.06959, 7.136682, 7.411241
227.7, 7.067297, 7.138406, 7.41265
227.8, 7.066711, 7.135143, 7.412111
227.9, 7.069089, 7.136382, 7.411766
228, 7.068794, 7.134109, 7.409387
228.1, 7.06999, 7.133984, 7.413665
228.2, 7.066821, 7.137047, 7.412066
228.3, 7.06595, 7.135253, 7.412895
228.4, 7.069425, 7.133144, 7.411526
228.5, 7.069214, 7.134798, 7.412196
228.6, 7.068388, 7.136027, 7.409882
228.7, 7.069395, 7.135978, 7.412231
228.8, 7.066606, 7.134064, 7.41343
228.9, 7.069169, 7.136942, 7.411751
229, 7.06623, 7.135983, 7.411521
229.1, 7.068168, 7.132645, 7.412945
229.2, 7.066976, 7.133979, 7.409992
229.3, 7.068168, 7.13183, 7.411281
229.4, 7.068849, 7.135743, 7.414559
229.5, 7.068423, 7.136497, 7.414059
229.6, 7.067903, 7.136177, 7.41366
229.7, 7.068839, 7.134468, 7.410851
229.8, 7.069284, 7.133929, 7.41286
229.9, 7.067873, 7.132115, 7.411856
230, 7.070186, 7.132944, 7.411646
230.1, 7.068929, 7.13209, 7.412061
230.2, 7.068478, 7.129896, 7.411686
230.3, 7.068513, 7.129307, 7.412965
230.4, 7.067622, 7.130381, 7.411596
230.5, 7.070506, 7.128892, 7.412326
230.6, 7.068498, 7.128117, 7.414194
230.7, 7.070701, 7.129981, 7.413895
230.8, 7.06943, 7.129541, 7.41308
230.9, 7.066991, 7.129671, 7.412301
231, 7.066946, 7.129651, 7.411626
231.1, 7.069875, 7.129826, 7.412121
231.2, 7.06997, 7.128127, 7.411981
231.3, 7.067617, 7.127872, 7.412006
231.4, 7.069159, 7.130946, 7.410721
231.5, 7.066751, 7.131085, 7.41249
231.6, 7.068223, 7.13146, 7.412286
231.7, 7.068488, 7.13149, 7.41337
231.8, 7.069715, 7.129981, 7.409707
231.9, 7.067116, 7.129337, 7.412326
232, 7.06999, 7.129391, 7.413535
232.1, 7.068779, 7.129796, 7.412071
232.2, 7.068283, 7.128247, 7.41289
232.3, 7.068333, 7.132, 7.41369
232.4, 7.066581, 7.130596, 7.410647
232.5, 7.070206, 7.127143, 7.411091
232.6, 7.067807, 7.128227, 7.4133
232.7, 7.072158, 7.126713, 7.412276
232.8, 7.063131, 7.129906, 7.414279
232.9, 7.063456, 7.128927, 7.409102
233, 7.061524, 7.131835, 7.412321
233.1, 7.062165, 7.129381, 7.412785
233.2, 7.063932, 7.129596, 7.411591
233.3, 7.063316, 7.129981, 7.412835
233.4, 7.065119, 7.128452, 7.41275
233.5, 7.064593, 7.129951, 7.411561
233.6, 7.064102, 7.128892, 7.41321
233.7, 7.063086, 7.129981, 7.412785
233.8, 7.061048, 7.129097, 7.411466
233.9, 7.060257, 7.129401, 7.413065
234, 7.060783, 7.129367, 7.41248
234.1, 7.063937, 7.129426, 7.411616
234.2, 7.06274, 7.125774, 7.411086
234.3, 7.062765, 7.133289, 7.412905
234.4, 7.062986, 7.128717, 7.410552
234.5, 7.062931, 7.129287, 7.411361
234.6, 7.067016, 7.127688, 7.409497
234.7, 7.062655, 7.128612, 7.412465
234.8, 7.064207, 7.127862, 7.409967
234.9, 7.064658, 7.129916, 7.41243
235, 7.062836, 7.128252, 7.408533
235.1, 7.061574, 7.127008, 7.406589
235.2, 7.06214, 7.131405, 7.408898
235.3, 7.063466, 7.130371, 7.406144
235.4, 7.065039, 7.128617, 7.405235
235.5, 7.061394, 7.13122, 7.406649
235.6, 7.059666, 7.13189, 7.407938
235.7, 7.06232, 7.131855, 7.406269
235.8, 7.063091, 7.13256, 7.40559
235.9, 7.067322, 7.127658, 7.406289
236, 7.061879, 7.130566, 7.405505
236.1, 7.060768, 7.127977, 7.407618
236.2, 7.06262, 7.13232, 7.405834
236.3, 7.062881, 7.13136, 7.407533
236.4, 7.060838, 7.130646, 7.406519
236.5, 7.061303, 7.131105, 7.40557
236.6, 7.0622, 7.127533, 7.409302
236.7, 7.060522, 7.127673, 7.405749
236.8, 7.062785, 7.130056, 7.406289
236.9, 7.062094, 7.128457, 7.408978
237, 7.062986, 7.127967, 7.406459
237.1, 7.062921, 7.12315, 7.406639
237.2, 7.064748, 7.127098, 7.406319
237.3, 7.063041, 7.127308, 7.406879
237.4, 7.065389, 7.124075, 7.406549
237.5, 7.063847, 7.126098, 7.407294
237.6, 7.061524, 7.127708, 7.406554
237.7, 7.061499, 7.126748, 7.407039
237.8, 7.065715, 7.126438, 7.405385
237.9, 7.064012, 7.127033, 7.406669
238, 7.065039, 7.125794, 7.408623
238.1, 7.063356, 7.124424, 7.406784
238.2, 7.061083, 7.127238, 7.404465
238.3, 7.06272, 7.124564, 7.406929
238.4, 7.065454, 7.126888, 7.406934
238.5, 7.063301, 7.127148, 7.40523
238.6, 7.063466, 7.126878, 7.407898
238.7, 7.064363, 7.125669, 7.405964
238.8, 7.062505, 7.122391, 7.407199
238.9, 7.063722, 7.125379, 7.407513
239, 7.062695, 7.127048, 7.407104
239.1, 7.061689, 7.127063, 7.406924
239.2, 7.061979, 7.126188, 7.407174
239.3, 7.060958, 7.124564, 7.407778
239.4, 7.063496, 7.124534, 7.409197
239.5, 7.063416, 7.123515, 7.405595
239.6, 7.064067, 7.128657, 7.407299
239.7, 7.06224, 7.124779, 7.406744
239.8, 7.066931, 7.124195, 7.407234
239.9, 7.063922, 7.125929, 7.405315
240, 7.061228, 7.127882, 7.408798
240.1, 7.060898, 7.129242, 7.406854
240.2, 7.064763, 7.123805, 7.406279
240.3, 7.061724, 7.125549, 7.405744
240.4, 7.063762, 7.123975, 7.408133
240.5, 7.060803, 7.127837, 7.406029
240.6, 7.062815, 7.127538, 7.406454
240.7, 7.063216, 7.124964, 7.405
240.8, 7.062841, 7.125374, 7.407044
240.9, 7.062555, 7.12437, 7.408023
241, 7.065179, 7.126248, 7.408083
241.1, 7.064568, 7.127867, 7.408003
241.2, 7.064893, 7.126318, 7.406804
241.3, 7.063331, 7.12402, 7.405899
241.4, 7.063431, 7.126064, 7.407913
241.5, 7.065224, 7.12441, 7.407428
241.6, 7.060232, 7.126103, 7.410746
241.7, 7.064838, 7.129037, 7.404325
241.8, 7.062675, 7.126238, 7.405804
241.9, 7.059541, 7.127503, 7.408883
242, 7.057658, 7.125869, 7.40462
242.1, 7.060087, 7.128257, 7.408978
242.2, 7.058805, 7.125064, 7.408953
242.3, 7.057829, 7.127603, 7.407688
242.4, 7.056572, 7.12302, 7.406739
242.5, 7.060292, 7.126363, 7.407768
242.6, 7.057448, 7.126073, 7.407239
242.7, 7.060472, 7.127962, 7.408688
242.8, 7.05914, 7.126004, 7.409542
242.9, 7.056026, 7.125809, 7.409137
243, 7.056777, 7.126943, 7.408398
243.1, 7.058444, 7.124305, 7.4055
243.2, 7.057633, 7.124225, 7.406204
243.3, 7.05542, 7.125479, 7.406049
243.4, 7.060738, 7.122765, 7.407099
243.5, 7.057233, 7.121886, 7.406134
243.6, 7.061268, 7.121591, 7.408708
243.7, 7.059511, 7.120312, 7.403501
243.8, 7.057583, 7.118343, 7.404365
243.9, 7.058289, 7.122151, 7.403981
244, 7.058575, 7.120767, 7.400223
244.1, 7.05906, 7.121976, 7.404021
244.2, 7.05865, 7.120157, 7.401852
244.3, 7.055806, 7.119827, 7.402701
244.4, 7.057874, 7.121521, 7.400073
244.5, 7.05899, 7.121636, 7.400573
244.6, 7.058334, 7.12292, 7.400937
244.7, 7.057578, 7.118683, 7.401857
244.8, 7.056412, 7.119283, 7.403081
244.9, 7.057924, 7.121121, 7.402706
245, 7.056141, 7.120642, 7.400952
245.1, 7.057854, 7.118688, 7.403481
245.2, 7.05873, 7.119622, 7.400608
245.3, 7.059871, 7.122621, 7.400258
245.4, 7.053798, 7.119218, 7.401237
245.5, 7.059266, 7.120587, 7.400313
245.6, 7.056071, 7.122091, 7.404895
245.7, 7.055465, 7.121057, 7.400518
245.8, 7.057788, 7.121586, 7.403601
245.9, 7.0587, 7.120827, 7.402746
246, 7.056356, 7.120972, 7.399039
246.1, 7.05911, 7.119448, 7.401822
246.2, 7.056607, 7.121072, 7.401252
246.3, 7.055991, 7.119987, 7.400408
246.4, 7.055215, 7.119747, 7.401967
246.5, 7.057163, 7.121246, 7.399383
246.6, 7.056907, 7.120897, 7.399523
246.7, 7.057648, 7.118123, 7.401002
246.8, 7.059786, 7.120357, 7.402631
246.9, 7.056231, 7.120907, 7.402796
247, 7.056882, 7.119552, 7.401432
247.1, 7.055971, 7.120817, 7.40449
247.2, 7.056772, 7.119947, 7.401247
247.3, 7.052496, 7.120152, 7.400733
247.4, 7.056382, 7.119448, 7.399953
247.5, 7.057894, 7.122596, 7.401162
247.6, 7.054183, 7.120912, 7.4047
247.7, 7.057293, 7.120042, 7.401017
247.8, 7.056687, 7.118653, 7.401497
247.9, 7.057974, 7.121286, 7.401842
248, 7.059381, 7.119213, 7.402367
248.1, 7.0555, 7.122765, 7.403571
248.2, 7.057698, 7.119198, 7.402686
248.3, 7.054569, 7.120207, 7.399458
248.4, 7.0588, 7.117494, 7.401912
248.5, 7.055811, 7.119942, 7.401837
248.6, 7.055525, 7.120057, 7.399773
248.7, 7.056917, 7.120097, 7.401037
248.8, 7.058339, 7.119532, 7.401707
248.9, 7.058685, 7.121851, 7.400693
249, 7.057979, 7.120797, 7.400333
249.1, 7.056567, 7.121037, 7.401672
249.2, 7.058129, 7.119657, 7.401237
249.3, 7.058269, 7.122131, 7.399253
249.4, 7.055816, 7.120902, 7.401117
249.5, 7.057748, 7.119083, 7.402252
249.6, 7.062155, 7.120512, 7.401302
249.7, 7.058084, 7.120662, 7.401952
249.8, 7.05874, 7.120607, 7.401112
249.9, 7.058079, 7.120812, 7.400513
250, 7.060557, 7.118268, 7.401577
250.1, 7.058915, 7.118978, 7.402377
250.2, 7.059416, 7.119742, 7.400872
250.3, 7.060998, 7.121781, 7.399983
250.4, 7.056161, 7.116724, 7.402072
250.5, 7.057418, 7.121396, 7.401032
250.6, 7.055876, 7.118688, 7.402561
250.7, 7.0589, 7.119822, 7.400168
250.8, 7.059972, 7.119348, 7.401977
250.9, 7.057528, 7.121186, 7.402357
251, 7.057258, 7.120517, 7.401537
251.1, 7.054995, 7.119433, 7.399673
251.2, 7.058424, 7.120487, 7.399019
251.3, 7.057343, 7.121256, 7.399288
251.4, 7.058419, 7.121861, 7.394451
251.5, 7.05863, 7.11608, 7.395246
251.6, 7.059781, 7.118268, 7.394441
251.7, 7.059751, 7.121766, 7.39616
251.8, 7.056857, 7.122056, 7.396475
251.9, 7.058189, 7.120337, 7.395416
252, 7.059065, 7.119767, 7.39696
252.1, 7.05857, 7.121381, 7.393977
252.2, 7.057924, 7.122616, 7.395251
252.3, 7.057753, 7.123215, 7.398239
252.4, 7.058675, 7.118043, 7.399873
252.5, 7.060222, 7.119622, 7.394721
252.6, 7.057118, 7.117589, 7.396115
252.7, 7.058264, 7.115545, 7.39696
252.8, 7.05899, 7.116349, 7.39694
252.9, 7.056442, 7.11591, 7.396515
253, 7.056667, 7.115165, 7.39742
253.1, 7.056677, 7.11456, 7.395251
253.2, 7.060688, 7.113586, 7.394132
253.3, 7.055545, 7.117634, 7.397325
253.4, 7.057388, 7.117134, 7.396175
253.5, 7.0586, 7.115985, 7.39585
253.6, 7.059686, 7.116459, 7.395815
253.7, 7.057999, 7.118293, 7.398409
253.8, 7.057483, 7.114141, 7.39593
253.9, 7.057108, 7.116055, 7.396475
254, 7.057819, 7.114925, 7.397015
254.1, 7.058189, 7.11532, 7.398834
254.2, 7.055365, 7.11468, 7.394626
254.3, 7.058329, 7.11496, 7.39697
254.4, 7.05864, 7.114815, 7.395491
254.5, 7.058319, 7.113561, 7.39654
254.6, 7.056382, 7.117754, 7.39637
254.7, 7.057233, 7.113741, 7.393447
254.8, 7.059891, 7.116274, 7.395511
254.9, 7.057608, 7.116714, 7.395681
255, 7.060933, 7.116, 7.394976
255.1, 7.056732, 7.115895, 7.393252
255.2, 7.057298, 7.116085, 7.395551
255.3, 7.058309, 7.114955, 7.397265
255.4, 7.058379, 7.113056, 7.397225
255.5, 7.056141, 7.11463, 7.394901
255.6, 7.059521, 7.115105, 7.395336
255.7, 7.059901, 7.114256, 7.3974
255.8, 7.056762, 7.112242, 7.395661
255.9, 7.055105, 7.114256, 7.396565
256, 7.057418, 7.114326, 7.39671
256.1, 7.059251, 7.114061, 7.394641
256.2, 7.0552, 7.11465, 7.394811
256.3, 7.056311, 7.115235, 7.395031
256.4, 7.053412, 7.114081, 7.394037
256.5, 7.054198, 7.117379, 7.39742
256.6, 7.051915, 7.114476, 7.39745
256.7, 7.054314, 7.113846, 7.397295
256.8, 7.054083, 7.11585, 7.396585
256.9, 7.05202, 7.11526, 7.39701
257, 7.054399, 7.117454, 7.394716
257.1, 7.053137, 7.112647, 7.394756
257.2, 7.052211, 7.115875, 7.39694
257.3, 7.052386, 7.117154, 7.396805
257.4, 7.051705, 7.116015, 7.395626
257.5, 7.050644, 7.11553, 7.394216
257.6, 7.050248, 7.113031, 7.394691
257.7, 7.052181, 7.114595, 7.395965
257.8, 7.050869, 7.112956, 7.396645
257.9, 7.048871, 7.115215, 7.394776
258, 7.050123, 7.111957, 7.395825
258.1, 7.05183, 7.115475, 7.395761
258.2, 7.050533, 7.114441, 7.394561
258.3, 7.051445, 7.114705, 7.39722
258.4, 7.051054, 7.116744, 7.397415
258.5, 7.053833, 7.113531, 7.396245
258.6, 7.053968, 7.114745, 7.396365
258.7, 7.052756, 7.114406, 7.394986
258.8, 7.052431, 7.113451, 7.39715
258.9, 7.051219, 7.115115, 7.39628
259, 7.056021, 7.11601, 7.39594
259.1, 7.050874, 7.114555, 7.396375
259.2, 7.055941, 7.117878, 7.392752
259.3, 7.053377, 7.113736, 7.393057
259.4, 7.051975, 7.11518, 7.394876
259.5, 7.053022, 7.117024, 7.390504
259.6, 7.052, 7.11571, 7.390369
259.7, 7.054404, 7.11514, 7.391313
259.8, 7.051259, 7.114885, 7.391293
259.9, 7.054599, 7.117813, 7.389309
260, 7.053452, 7.112732, 7.391568
260.1, 7.053022, 7.109224, 7.392273
260.2, 7.050013, 7.110998, 7.391308
260.3, 7.05495, 7.110428, 7.389619
260.4, 7.050834, 7.113586, 7.389224
260.5, 7.049617, 7.106545, 7.390199
260.6, 7.049968, 7.108409, 7.389984
260.7, 7.051585, 7.111487, 7.389399
260.8, 7.053412, 7.110788, 7.390834
260.9, 7.054689, 7.110723, 7.390164
261, 7.052656, 7.110348, 7.390339
261.1, 7.052746, 7.109558, 7.390439
261.2, 7.05183, 7.109588, 7.390194
261.3, 7.050148, 7.108799, 7.390254
261.4, 7.052892, 7.111617, 7.390224
261.5, 7.052696, 7.109334, 7.392488
261.6, 7.052666, 7.108209, 7.393902
261.7, 7.052276, 7.10644, 7.392213
261.8, 7.050744, 7.109868, 7.390309
261.9, 7.054414, 7.10692, 7.388965
262, 7.054459, 7.110233, 7.389409
262.1, 7.050328, 7.108134, 7.38802
262.2, 7.052787, 7.108909, 7.391443
262.3, 7.053197, 7.109923, 7.391268
262.4, 7.05506, 7.109758, 7.392842
262.5, 7.052316, 7.108279, 7.391008
262.6, 7.053603, 7.109648, 7.391128
262.7, 7.053813, 7.109114, 7.389824
262.8, 7.055505, 7.110718, 7.390784
262.9, 7.053282, 7.109154, 7.389969
263, 7.053533, 7.109818, 7.390943
263.1, 7.053482, 7.109973, 7.391983
263.2, 7.048891, 7.108884, 7.389259
263.3, 7.052666, 7.111312, 7.38868
263.4, 7.050874, 7.110353, 7.391628
263.5, 7.049422, 7.110933, 7.391888
263.6, 7.052511, 7.109364, 7.390774
263.7, 7.05136, 7.111232, 7.390359
263.8, 7.052371, 7.109424, 7.390699
263.9, 7.053487, 7.108149, 7.390729
264, 7.049802, 7.110858, 7.389629
264.1, 7.052661, 7.110508, 7.390339
264.2, 7.057253, 7.109683, 7.390519
264.3, 7.050864, 7.108279, 7.390888
264.4, 7.049632, 7.107315, 7.392213
264.5, 7.051445, 7.109074, 7.390494
264.6, 7.051975, 7.109319, 7.389474
264.7, 7.05186, 7.109783, 7.389194
264.8, 7.051865, 7.108814, 7.392253
264.9, 7.051154, 7.106785, 7.391268
265, 7.049727, 7.108394, 7.390464
265.1, 7.056922, 7.111312, 7.393257
265.2, 7.054624, 7.109059, 7.392258
265.3, 7.053558, 7.1067, 7.389854
265.4, 7.050013, 7.11453, 7.390274
265.5, 7.052401, 7.109099, 7.390784
265.6, 7.053152, 7.109748, 7.391848
265.7, 7.05515, 7.111727, 7.392547
265.8, 7.052366, 7.112647, 7.389829
265.9, 7.050734, 7.108684, 7.390359
266, 7.053372, 7.108904, 7.390294
266.1, 7.049872, 7.109289, 7.393102
266.2, 7.053688, 7.110433, 7.389509
266.3, 7.053578, 7.108404, 7.393002
266.4, 7.049552, 7.111282, 7.390539
266.5, 7.052171, 7.108349, 7.392667
266.6, 7.054409, 7.112612, 7.390958
266.7, 7.050859, 7.109723, 7.390938
266.8, 7.053197, 7.107894, 7.389494
266.9, 7.050123, 7.111472, 7.387351
267, 7.051224, 7.111842, 7.389135
267.1, 7.055395, 7.109369, 7.392972
267.2, 7.053462, 7.111277, 7.390524
267.3, 7.050669, 7.109943, 7.391293
267.4, 7.051755, 7.114036, 7.390669
267.5, 7.052852, 7.110638, 7.392438
267.6, 7.054399, 7.111722, 7.390848
267.7, 7.054729, 7.109573, 7.389919
267.8, 7.054749, 7.111812, 7.391648
267.9, 7.055726, 7.111342, 7.390898
268, 7.051965, 7.109099, 7.386351
268.1, 7.049417, 7.108834, 7.390514
268.2, 7.053217, 7.110108, 7.390329
268.3, 7.051204, 7.109728, 7.392368
268.4, 7.052251, 7.110813, 7.392527
268.5, 7.049887, 7.110343, 7.389814
268.6, 7.05187, 7.109918, 7.389724
268.7, 7.053518, 7.109608, 7.389389
268.8, 7.046828, 7.108914, 7.389025
268.9, 7.052311, 7.110008, 7.385832
269, 7.048706, 7.110428, 7.386381
269.1, 7.045526, 7.111662, 7.385152
269.2, 7.04449, 7.105566, 7.385557
269.3, 7.048175, 7.109234, 7.386016
269.4, 7.049612, 7.109279, 7.385297
269.5, 7.047644, 7.107635, 7.386926
269.6, 7.04776, 7.107475, 7.385832
269.7, 7.044535, 7.111837, 7.383973
269.8, 7.046503, 7.106565, 7.386376
269.9, 7.048506, 7.110223, 7.386381
270, 7.047269, 7.108294, 7.384427
270.1, 7.046282, 7.10631, 7.384802
270.2, 7.047409, 7.108564, 7.383398
270.3, 7.048511, 7.105651, 7.385002
270.4, 7.049797, 7.105631, 7.383928
270.5, 7.047314, 7.105031, 7.384872
270.6, 7.046302, 7.102393, 7.387855
270.7, 7.047189, 7.104447, 7.385807
270.8, 7.050063, 7.103352, 7.387191
270.9, 7.050163, 7.103832, 7.386826
271, 7.047805, 7.105306, 7.385687
271.1, 7.045917, 7.102977, 7.385147
271.2, 7.049302, 7.10674, 7.387645
271.3, 7.044745, 7.103072, 7.386016
271.4, 7.049617, 7.103472, 7.384322
271.5, 7.051069, 7.106106, 7.385692
271.6, 7.046633, 7.104621, 7.383713
271.7, 7.046688, 7.103907, 7.384297
271.8, 7.049192, 7.103857, 7.385272
271.9, 7.04846, 7.105241, 7.385607
272, 7.045947, 7.104142, 7.385417
272.1, 7.045106, 7.104941, 7.384857
272.2, 7.045216, 7.104487, 7.385377
272.3, 7.046553, 7.104047, 7.387575
272.4, 7.045897, 7.105381, 7.382913
272.5, 7.046828, 7.104821, 7.384043
272.6, 7.047694, 7.102678, 7.385417
272.7, 7.044785, 7.105021, 7.385802
272.8, 7.045521, 7.105636, 7.384832
272.9, 7.045416, 7.104841, 7.385597
273, 7.047835, 7.105791, 7.384497
273.1, 7.046147, 7.1064, 7.382913
273.2, 7.049036, 7.103287, 7.386631
273.3, 7.048476, 7.104382, 7.386881
273.4, 7.049827, 7.102942, 7.386421
273.5, 7.046318, 7.105031, 7.386296
273.6, 7.048506, 7.103627, 7.387051
273.7, 7.045256, 7.10682, 7.386316
273.8, 7.047945, 7.104457, 7.384497
273.9, 7.04804, 7.102378, 7.385332
274, 7.046523, 7.104986, 7.387371
274.1, 7.046543, 7.104796, 7.385357
274.2, 7.044775, 7.105841, 7.384158
274.3, 7.047624, 7.104581, 7.384962
274.4, 7.047534, 7.103647, 7.384642
274.5, 7.047039, 7.104566, 7.384762
274.6, 7.046543, 7.104761, 7.385122
274.7, 7.049882, 7.103882, 7.386426
274.8, 7.048546, 7.10707, 7.383968
274.9, 7.047299, 7.106041, 7.382588
275, 7.046918, 7.105146, 7.387481
275.1, 7.049447, 7.10744, 7.386531
275.2, 7.046433, 7.104621, 7.385522
275.3, 7.047875, 7.105976, 7.385817
275.4, 7.047504, 7.105176, 7.383858
275.5, 7.049442, 7.103457, 7.385442
275.6, 7.04469, 7.104307, 7.387126
275.7, 7.047104, 7.104067, 7.384612
275.8, 7.047299, 7.105481, 7.384232
275.9, 7.046973, 7.10652, 7.386316
276, 7.045812, 7.103922, 7.382394
276.1, 7.045647, 7.105621, 7.383378
276.2, 7.049066, 7.103987, 7.383083
276.3, 7.046152, 7.103567, 7.38764
276.4, 7.048491, 7.105651, 7.385422
276.5, 7.046413, 7.108244, 7.383118
276.6, 7.048661, 7.103947, 7.387106
276.7, 7.047389, 7.103977, 7.385547
276.8, 7.044455, 7.103622, 7.384702
276.9, 7.048991, 7.104247, 7.384912
277, 7.045186, 7.104716, 7.387266
277.1, 7.047815, 7.103717, 7.385921
277.2, 7.050218, 7.104047, 7.386146
277.3, 7.044715, 7.104571, 7.383753
277.4, 7.047574, 7.106086, 7.383633
277.5, 7.046172, 7.103957, 7.385562
277.6, 7.048901, 7.103677, 7.385447
277.7, 7.04844, 7.103867, 7.381949
277.8, 7.050518, 7.102888, 7.3802
277.9, 7.050308, 7.09816, 7.384237
278, 7.049367, 7.103157, 7.383288
278.1, 7.045627, 7.104027, 7.378491
278.2, 7.04786, 7.102538, 7.380475
278.3, 7.045381, 7.105676, 7.380695
278.4, 7.047274, 7.104507, 7.37993
278.5, 7.048526, 7.09815, 7.380815
278.6, 7.049217, 7.099674, 7.382519
278.7, 7.045972, 7.101174, 7.380065
278.8, 7.046488, 7.09901, 7.38084
278.9, 7.04821, 7.099415, 7.378601
279, 7.047374, 7.097666, 7.378726
279.1, 7.047314, 7.095697, 7.38074
279.2, 7.045957, 7.101743, 7.379715
279.3, 7.046067, 7.100429, 7.378706
279.4, 7.048315, 7.101863, 7.38085
279.5, 7.04457, 7.09894, 7.381824
279.6, 7.043328, 7.098245, 7.380435
279.7, 7.043333, 7.099025, 7.37946
279.8, 7.042027, 7.09885, 7.381534
279.9, 7.047194, 7.09818, 7.38043
280, 7.044956, 7.100509, 7.378606
280.1, 7.040975, 7.09848, 7.381534
280.2, 7.043163, 7.099844, 7.380425
280.3, 7.043644, 7.100674, 7.380465
280.4, 7.043614, 7.098775, 7.376622
280.5, 7.043849, 7.101923, 7.381789
280.6, 7.040825, 7.099939, 7.381069
280.7, 7.044375, 7.100974, 7.381769
280.8, 7.042537, 7.100144, 7.381059
280.9, 7.040319, 7.09827, 7.379555
281, 7.042152, 7.097471, 7.379985
281.1, 7.046097, 7.09828, 7.378181
281.2, 7.045196, 7.09949, 7.380235
