T, PyD, PyDD, PyDT
280.900004, 8.006736, 7.878734, 7.947762
281.000004, 8.00837, 7.87663, 7.950146
281.100004, 8.007266, 7.879488, 7.949571
281.200004, 8.006556, 7.875566, 7.949461
281.300004, 8.007581, 7.877504, 7.946823
281.400004, 8.011049, 7.877854, 7.951135
281.500004, 8.012068, 7.878384, 7.949146
281.600004, 8.012763, 7.875695, 7.952279
281.700004, 8.012093, 7.878689, 7.953389
281.800004, 8.012543, 7.878054, 7.952069
281.900004, 8.011428, 7.877864, 7.950685
282.000004, 8.013862, 7.879108, 7.952159
282.100004, 8.014981, 7.877379, 7.949091
282.200004, 8.012523, 7.878809, 7.950415
282.300004, 8.012558, 7.877849, 7.948596
282.400004, 8.012893, 7.875226, 7.95057
282.500004, 8.00934, 7.876545, 7.950106
282.600004, 8.011763, 7.87684, 7.949916
282.700004, 8.012358, 7.878829, 7.950175
282.800004, 8.013927, 7.878494, 7.95137
282.900004, 8.013717, 7.87636, 7.949381
283.000004, 8.014272, 7.87701, 7.95055
283.100004, 8.013852, 7.876295, 7.949821
283.200004, 8.010984, 7.8769, 7.948821
283.300004, 8.011349, 7.875486, 7.949991
283.400004, 8.012058, 7.87635, 7.949251
283.500004, 8.012608, 7.878164, 7.948906
283.600004, 8.012078, 7.877135, 7.950745
283.700004, 8.012543, 7.87684, 7.951095
283.800004, 8.013102, 7.877799, 7.949211
283.900004, 8.012383, 7.878029, 7.95119
284.000004, 8.011274, 7.877649, 7.950675
284.100004, 8.013202, 7.879713, 7.949376
284.200004, 8.011928, 7.876575, 7.952084
284.300004, 8.013707, 7.87727, 7.949971
284.400004, 8.013472, 7.87636, 7.951105
284.500004, 8.013757, 7.87651, 7.951215
284.600004, 8.012273, 7.877859, 7.948956
284.700004, 8.012473, 7.87712, 7.9505
284.800004, 8.012118, 7.880098, 7.950405
284.900004, 8.012663, 7.879098, 7.950725
285.000004, 8.013777, 7.883021, 7.948482
285.100004, 8.012393, 7.881502, 7.951315
285.200004, 8.012248, 7.881802, 7.949901
285.300004, 8.013347, 7.880767, 7.955602
285.400004, 8.012943, 7.881392, 7.956517
285.500004, 8.013347, 7.882676, 7.953503
285.600004, 8.010749, 7.882147, 7.955412
285.700004, 8.012438, 7.880902, 7.954588
285.800004, 8.012818, 7.880697, 7.956232
285.900004, 8.012653, 7.881962, 7.956856
286.000004, 8.010899, 7.88404, 7.954153
286.100004, 8.011234, 7.882112, 7.955452
286.200004, 8.013212, 7.879978, 7.955792
286.300004, 8.014452, 7.882027, 7.954468
286.400004, 8.012568, 7.883146, 7.956082
286.500004, 8.012533, 7.880987, 7.957416
286.600004, 8.014432, 7.882676, 7.956657
286.700004, 8.010144, 7.882361, 7.957211
286.800004, 8.012863, 7.880872, 7.954178
286.900004, 8.014492, 7.881172, 7.957011
287.000004, 8.01641, 7.883386, 7.955282
287.100004, 8.018139, 7.881257, 7.953249
287.200004, 8.019469, 7.880313, 7.955068
287.300004, 8.018659, 7.882371, 7.954243
287.400004, 8.018009, 7.880717, 7.954178
287.500004, 8.018399, 7.882351, 7.955272
287.600004, 8.019329, 7.882521, 7.956452
287.700004, 8.018674, 7.88478, 7.956891
287.800004, 8.018844, 7.881997, 7.953558
287.900004, 8.019379, 7.880288, 7.956392
288.000004, 8.018064, 7.883471, 7.955287
288.100004, 8.01786, 7.881737, 7.955477
288.200004, 8.019808, 7.881632, 7.956836
288.300004, 8.018234, 7.880927, 7.955028
288.400004, 8.01778, 7.880932, 7.955792
288.500004, 8.018479, 7.880992, 7.954223
288.600004, 8.018079, 7.882721, 7.956881
288.700004, 8.019534, 7.882636, 7.955003
288.800004, 8.019673, 7.882521, 7.955667
288.900004, 8.018429, 7.880737, 7.957376
289.000004, 8.018939, 7.883896, 7.955592
289.100004, 8.01726, 7.878084, 7.956057
289.200004, 8.014662, 7.879993, 7.953289
289.300004, 8.019194, 7.879618, 7.957301
289.400004, 8.019429, 7.88405, 7.956297
289.500004, 8.018934, 7.881882, 7.962838
289.600004, 8.01672, 7.882611, 7.961154
289.700004, 8.018854, 7.882297, 7.960979
289.800004, 8.019569, 7.879793, 7.959885
289.900004, 8.018954, 7.881427, 7.95963
290.000004, 8.018644, 7.882012, 7.962738
290.100004, 8.015666, 7.881137, 7.961609
290.200004, 8.018764, 7.880872, 7.960784
290.300004, 8.016895, 7.882122, 7.962428
290.400004, 8.018844, 7.882526, 7.963218
290.500004, 8.01786, 7.882611, 7.961474
290.600004, 8.018529, 7.881572, 7.962818
290.700004, 8.018239, 7.883276, 7.959565
290.800004, 8.019479, 7.882871, 7.959985
290.900004, 8.016066, 7.883081, 7.95906
291.000004, 8.018369, 7.886869, 7.958905
291.100004, 8.016281, 7.889457, 7.960169
291.200004, 8.016895, 7.88505, 7.961758
291.300004, 8.01706, 7.885355, 7.960914
291.400004, 8.019629, 7.888053, 7.95909
291.500004, 8.019659, 7.889012, 7.960344
291.600004, 8.017185, 7.883906, 7.958181
291.700004, 8.017605, 7.885919, 7.95871
291.800004, 8.019654, 7.886974, 7.959435
291.900004, 8.024096, 7.887318, 7.960109
292.000004, 8.024111, 7.887923, 7.960319
292.100004, 8.023676, 7.884865, 7.959115
292.200004, 8.023801, 7.888553, 7.960159
292.300004, 8.025935, 7.886119, 7.960944
292.400004, 8.022202, 7.885939, 7.959995
292.500004, 8.022812, 7.889522, 7.959945
292.600004, 8.024036, 7.886959, 7.963243
292.700004, 8.024336, 7.888208, 7.957736
292.800004, 8.022542, 7.887064, 7.961823
292.900004, 8.023451, 7.887159, 7.961254
293.000004, 8.021702, 7.886209, 7.960979
293.100004, 8.023141, 7.887818, 7.961294
293.200004, 8.024106, 7.886529, 7.95901
293.300004, 8.024476, 7.886499, 7.960254
293.400004, 8.026634, 7.886299, 7.961848
293.500004, 8.02472, 7.887813, 7.963063
293.600004, 8.024336, 7.886579, 7.964297
293.700004, 8.02487, 7.887039, 7.962278
293.800004, 8.022752, 7.888353, 7.961474
293.900004, 8.024296, 7.887278, 7.95929
294.000004, 8.022242, 7.887673, 7.960779
294.100004, 8.022991, 7.885704, 7.961838
294.200004, 8.024406, 7.883576, 7.958421
294.300004, 8.022307, 7.887179, 7.962843
294.400004, 8.024536, 7.887368, 7.964087
294.500004, 8.023521, 7.886824, 7.966396
294.600004, 8.023436, 7.885814, 7.964877
294.700004, 8.021293, 7.887323, 7.963622
294.800004, 8.022032, 7.886334, 7.964287
294.900004, 8.023586, 7.885984, 7.96675
295.000004, 8.021827, 7.886074, 7.967805
295.100004, 8.023061, 7.887019, 7.963842
295.200004, 8.022772, 7.887009, 7.964577
295.300004, 8.021582, 7.885934, 7.965241
295.400004, 8.025475, 7.886134, 7.965651
295.500004, 8.023556, 7.885964, 7.963228
295.600004, 8.023316, 7.887024, 7.965271
295.700004, 8.02543, 7.885694, 7.965301
295.800004, 8.021907, 7.886879, 7.964827
295.900004, 8.024056, 7.886789, 7.961689
296.000004, 8.023676, 7.888768, 7.962628
296.100004, 8.02488, 7.88559, 7.964677
296.200004, 8.023021, 7.886379, 7.965851
296.300004, 8.022632, 7.891751, 7.964262
296.400004, 8.023911, 7.892715, 7.964812
296.500004, 8.020308, 7.8924, 7.964837
296.600004, 8.024935, 7.89305, 7.966441
296.700004, 8.021902, 7.894244, 7.962228
296.800004, 8.022152, 7.894409, 7.964062
296.900004, 8.021827, 7.891541, 7.964902
297.000004, 8.023441, 7.89322, 7.964997
297.100004, 8.026005, 7.889177, 7.964277
297.200004, 8.027369, 7.891941, 7.965451
297.300004, 8.028573, 7.890277, 7.965476
297.400004, 8.028638, 7.889762, 7.963537
297.500004, 8.026714, 7.890447, 7.964732
297.600004, 8.028858, 7.893185, 7.9671
297.700004, 8.028743, 7.892365, 7.964907
297.800004, 8.028068, 7.891866, 7.963852
297.900004, 8.028133, 7.89353, 7.965441
298.000004, 8.027919, 7.891286, 7.965696
298.100004, 8.025255, 7.892895, 7.962738
298.200004, 8.029103, 7.89342, 7.964487
298.300004, 8.030072, 7.891541, 7.964132
298.400004, 8.025945, 7.89273, 7.964807
298.500004, 8.031681, 7.892126, 7.963497
298.600004, 8.027754, 7.894844, 7.966121
298.700004, 8.027304, 7.890801, 7.963767
298.800004, 8.026834, 7.891566, 7.964732
298.900004, 8.029677, 7.890631, 7.965806
299.000004, 8.029543, 7.891166, 7.965441
299.100004, 8.026944, 7.891636, 7.965211
299.200004, 8.029168, 7.891216, 7.964292
299.300004, 8.027894, 7.891156, 7.963977
299.400004, 8.030487, 7.891286, 7.964737
299.500004, 8.030822, 7.892815, 7.964882
299.600004, 8.026344, 7.890971, 7.965256
299.700004, 8.030322, 7.893355, 7.962518
299.800004, 8.027529, 7.891576, 7.964582
299.900004, 8.029383, 7.891966, 7.965931
300.000004, 8.029388, 7.89225, 7.964357
300.100004, 8.027774, 7.891271, 7.962308
300.200004, 8.027699, 7.89262, 7.963198
300.300004, 8.027034, 7.892835, 7.965701
300.400004, 8.030882, 7.891411, 7.964717
300.500004, 8.028198, 7.892056, 7.970383
300.600004, 8.029642, 7.889427, 7.969924
300.700004, 8.030157, 7.892345, 7.971113
300.800004, 8.028493, 7.894654, 7.972182
300.900004, 8.026864, 7.894874, 7.969609
301.000004, 8.027709, 7.891446, 7.973431
301.100004, 8.029233, 7.891021, 7.970613
301.200004, 8.029533, 7.895858, 7.971358
301.300004, 8.028063, 7.897807, 7.969044
301.400004, 8.029208, 7.895309, 7.971173
301.500004, 8.029428, 7.897073, 7.969019
301.600004, 8.028828, 7.897982, 7.971488
301.700004, 8.030212, 7.896803, 7.968444
301.800004, 8.031276, 7.896333, 7.969864
301.900004, 8.028848, 7.897033, 7.970213
302.000005, 8.028888, 7.896333, 7.968849
302.100005, 8.026349, 7.894389, 7.968524
302.200005, 8.028123, 7.896938, 7.969709
302.300005, 8.031082, 7.898462, 7.970703
302.400005, 8.029942, 7.897717, 7.969524
302.500005, 8.028643, 7.898212, 7.969244
302.600005, 8.029148, 7.897073, 7.971573
302.700005, 8.029413, 7.897297, 7.971253
302.800005, 8.02608, 7.897332, 7.969309
302.900005, 8.029428, 7.899511, 7.972022
303.000005, 8.029073, 7.898582, 7.969684
303.100005, 8.032736, 7.899851, 7.96832
303.200005, 8.031841, 7.896043, 7.969814
303.300005, 8.03331, 7.897622, 7.96679
303.400005, 8.03357, 7.898422, 7.971513
303.500005, 8.03359, 7.899286, 7.970628
303.600005, 8.034225, 7.895553, 7.970788
303.700005, 8.03438, 7.898217, 7.969884
303.800005, 8.03403, 7.896593, 7.969429
303.900005, 8.031301, 7.898876, 7.969654
304.000005, 8.036179, 7.897252, 7.969959
304.100005, 8.03302, 7.896648, 7.972032
304.200005, 8.033805, 7.897492, 7.969364
304.300005, 8.032436, 7.895983, 7.970398
304.400005, 8.035444, 7.899746, 7.971643
304.500005, 8.035974, 7.899501, 7.970148
304.600005, 8.035969, 7.895838, 7.969294
304.700005, 8.034644, 7.897797, 7.968649
304.800005, 8.034545, 7.898127, 7.970028
304.900005, 8.032461, 7.897103, 7.971937
305.000005, 8.032526, 7.898981, 7.971593
305.100005, 8.035154, 7.896213, 7.970413
305.200005, 8.032251, 7.897927, 7.968859
305.300005, 8.03353, 7.897287, 7.968549
305.400005, 8.032486, 7.897437, 7.969694
305.500005, 8.03393, 7.899436, 7.971538
305.600005, 8.034704, 7.897133, 7.969679
305.700005, 8.03341, 7.896938, 7.971038
305.800005, 8.036104, 7.897687, 7.970343
305.900005, 8.032581, 7.898837, 7.972492
306.000005, 8.036933, 7.896073, 7.974301
306.100005, 8.035659, 7.897792, 7.973521
306.200005, 8.035069, 7.897552, 7.974026
306.300005, 8.032621, 7.898222, 7.97529
306.400005, 8.034065, 7.895798, 7.97525
306.500005, 8.03438, 7.898367, 7.974801
306.600005, 8.034639, 7.898622, 7.977524
306.700005, 8.032965, 7.896148, 7.974301
306.800005, 8.03439, 7.898647, 7.976934
306.900005, 8.035889, 7.895898, 7.974486
307.000005, 8.03435, 7.895464, 7.974126
307.100005, 8.032666, 7.896768, 7.973511
307.200005, 8.034659, 7.894969, 7.9755
307.300005, 8.032456, 7.895079, 7.975005
307.400005, 8.034085, 7.898057, 7.974126
307.500005, 8.032311, 7.903454, 7.97661
307.600005, 8.035184, 7.902424, 7.97536
307.700005, 8.032781, 7.903284, 7.976455
307.800005, 8.03358, 7.90088, 7.97638
307.900005, 8.034505, 7.904658, 7.976704
308.000005, 8.038272, 7.902564, 7.974091
308.100005, 8.039072, 7.902939, 7.974651
308.200005, 8.037628, 7.903858, 7.975305
308.300005, 8.039202, 7.902854, 7.9756
308.400005, 8.039082, 7.900905, 7.97661
308.500005, 8.038127, 7.902569, 7.975125
308.600005, 8.039377, 7.90165, 7.97596
308.700005, 8.039222, 7.900146, 7.974126
308.800005, 8.038562, 7.902349, 7.973986
308.900005, 8.038572, 7.904553, 7.974731
309.000005, 8.039492, 7.903604, 7.974716
309.100005, 8.036208, 7.903734, 7.976789
309.200005, 8.04144, 7.902429, 7.972777
309.300005, 8.038517, 7.903019, 7.973966
309.400005, 8.039676, 7.905068, 7.976729
309.500005, 8.039107, 7.901335, 7.976724
309.600005, 8.037553, 7.902754, 7.97557
309.700005, 8.040441, 7.90134, 7.976485
309.800005, 8.039651, 7.902229, 7.975795
309.900005, 8.0416, 7.901265, 7.976625
310.000005, 8.037493, 7.902025, 7.97502
310.100005, 8.037458, 7.904803, 7.97557
310.200005, 8.039571, 7.902439, 7.973277
310.300005, 8.040791, 7.904033, 7.973866
310.400005, 8.037663, 7.904718, 7.97523
310.500005, 8.038162, 7.903209, 7.973726
310.600005, 8.040161, 7.901705, 7.974686
310.700005, 8.041161, 7.904568, 7.975755
310.800005, 8.038612, 7.904283, 7.973351
310.900005, 8.039442, 7.902649, 7.97639
311.000005, 8.038667, 7.902764, 7.976774
311.100005, 8.040331, 7.902219, 7.977024
311.200005, 8.038912, 7.904253, 7.978194
311.300005, 8.039077, 7.902899, 7.978748
311.400005, 8.039656, 7.901885, 7.978938
311.500005, 8.038107, 7.905178, 7.981452
311.600005, 8.041151, 7.902919, 7.981527
311.700005, 8.040906, 7.901985, 7.980202
311.800005, 8.038592, 7.903004, 7.979158
311.900005, 8.038997, 7.903074, 7.978543
312.000005, 8.040786, 7.902669, 7.980432
312.100005, 8.040546, 7.901335, 7.982816
312.200005, 8.036998, 7.902909, 7.980412
312.300005, 8.038992, 7.903938, 7.980657
312.400005, 8.038552, 7.900835, 7.980212
312.500005, 8.038857, 7.905258, 7.982291
312.600005, 8.039372, 7.903639, 7.979758
312.700005, 8.040186, 7.902364, 7.980557
312.800005, 8.040141, 7.903953, 7.979613
312.900005, 8.040921, 7.904638, 7.980177
313.000005, 8.040621, 7.906677, 7.979358
313.100005, 8.041126, 7.910405, 7.979138
313.200005, 8.045123, 7.906257, 7.982541
313.300005, 8.043284, 7.907421, 7.979558
313.400005, 8.045323, 7.907012, 7.981117
313.500005, 8.044159, 7.907351, 7.982281
313.600005, 8.046452, 7.908671, 7.979198
313.700005, 8.044029, 7.90924, 7.981781
313.800005, 8.044993, 7.909185, 7.979982
313.900005, 8.043889, 7.906927, 7.981212
314.000005, 8.045783, 7.906182, 7.981502
314.100005, 8.043894, 7.9098, 7.980232
314.200005, 8.045463, 7.90958, 7.980132
314.300005, 8.043574, 7.909665, 7.980462
314.400005, 8.043844, 7.907161, 7.982186
314.500005, 8.044389, 7.905777, 7.980382
314.600005, 8.044404, 7.906312, 7.981801
314.700005, 8.043179, 7.909995, 7.978623
314.800005, 8.045958, 7.911299, 7.978558
314.900005, 8.044928, 7.91017, 7.980067
315.000005, 8.045838, 7.907901, 7.981312
315.100005, 8.043409, 7.907456, 7.980827
315.200005, 8.046432, 7.908616, 7.980502
315.300005, 8.045263, 7.905448, 7.980752
315.400005, 8.043859, 7.906942, 7.980817
315.500005, 8.045473, 7.908476, 7.981467
315.600005, 8.047047, 7.904728, 7.980907
315.700005, 8.045258, 7.90911, 7.980137
315.800005, 8.044264, 7.908965, 7.980727
315.900005, 8.043024, 7.910659, 7.980552
316.000005, 8.045673, 7.908146, 7.981017
316.100005, 8.045118, 7.909025, 7.980527
316.200005, 8.045198, 7.906652, 7.979373
316.300005, 8.044469, 7.90888, 7.981796
316.400005, 8.043359, 7.907751, 7.979618
316.500005, 8.044354, 7.908506, 7.978638
316.600005, 8.044698, 7.908081, 7.982116
316.700005, 8.042615, 7.906782, 7.979793
316.800005, 8.045468, 7.908166, 7.978224
316.900005, 8.045923, 7.906622, 7.980217
317.000005, 8.044498, 7.908771, 7.978748
317.100005, 8.043124, 7.908571, 7.982386
317.200005, 8.043079, 7.907536, 7.980182
317.300005, 8.045993, 7.909265, 7.980767
317.400005, 8.046103, 7.910065, 7.980732
317.500005, 8.044578, 7.909735, 7.979997
317.600005, 8.047062, 7.907861, 7.978838
317.700005, 8.044928, 7.908731, 7.982716
317.800005, 8.0428, 7.908186, 7.987873
317.900005, 8.046657, 7.90919, 7.986429
318.000005, 8.042899, 7.909195, 7.985804
318.100005, 8.043104, 7.906252, 7.985649
318.200005, 8.046887, 7.907266, 7.985529
318.300005, 8.049196, 7.905443, 7.985559
318.400005, 8.04977, 7.910574, 7.986753
318.500005, 8.05051, 7.915581, 7.984635
318.600005, 8.04945, 7.913143, 7.985909
318.700005, 8.051309, 7.912588, 7.986763
318.800005, 8.04967, 7.913338, 7.986613
318.900005, 8.04984, 7.914757, 7.985839
319.000005, 8.048661, 7.914527, 7.985474
319.100005, 8.048151, 7.912658, 7.985574
319.200005, 8.05006, 7.913253, 7.985319
319.300005, 8.047052, 7.914037, 7.987243
319.400005, 8.049276, 7.90937, 7.986933
319.500005, 8.049071, 7.913952, 7.987298
319.600005, 8.048561, 7.914377, 7.985819
319.700005, 8.049815, 7.913658, 7.986638
319.800005, 8.049446, 7.912353, 7.985764
319.900005, 8.049815, 7.915806, 7.986304
320.000005, 8.046972, 7.912059, 7.986434
320.100005, 8.05018, 7.915217, 7.986119
320.200005, 8.048746, 7.912163, 7.983066
320.300005, 8.048156, 7.913148, 7.984255
320.400005, 8.050505, 7.911739, 7.985934
320.500005, 8.050845, 7.912029, 7.98453
320.600005, 8.047592, 7.913752, 7.984085
320.700005, 8.049555, 7.912908, 7.987593
320.800005, 8.050995, 7.912858, 7.987913
320.900005, 8.047722, 7.913857, 7.986858
321.000005, 8.048116, 7.916141, 7.986314
321.100005, 8.048646, 7.913932, 7.986319
321.200005, 8.046467, 7.912393, 7.986439
321.300005, 8.049341, 7.912433, 7.988113
321.400005, 8.052309, 7.916041, 7.982766
321.500005, 8.048286, 7.915611, 7.985889
321.600005, 8.046777, 7.913568, 7.983385
321.700005, 8.048456, 7.909495, 7.986374
321.800005, 8.049455, 7.914552, 7.986424
321.900005, 8.047017, 7.912353, 7.986134
322.000005, 8.04984, 7.912024, 7.986913
322.100005, 8.047412, 7.910415, 7.986289
322.200005, 8.047717, 7.914187, 7.984775
322.300005, 8.04963, 7.914182, 7.985164
322.400005, 8.048626, 7.915646, 7.984435
322.500005, 8.048466, 7.912648, 7.985909
322.600005, 8.048721, 7.915077, 7.987063
322.700005, 8.050885, 7.913288, 7.985739
322.800005, 8.048581, 7.914397, 7.986029
322.900005, 8.048831, 7.913892, 7.986199
323.000005, 8.048316, 7.912923, 7.987453
323.100005, 8.04953, 7.914677, 7.987208
323.200005, 8.049086, 7.911759, 7.98485
323.300005, 8.048451, 7.914837, 7.986938
323.400005, 8.048656, 7.912613, 7.987303
323.500005, 8.05027, 7.912928, 7.98478
323.600005, 8.047976, 7.913927, 7.987788
323.700005, 8.049965, 7.914997, 7.991555
323.800005, 8.05039, 7.911984, 7.988377
323.900005, 8.049785, 7.914467, 7.990411
324.000005, 8.051779, 7.913802, 7.99262
324.100005, 8.048611, 7.913643, 7.99272
324.200005, 8.049455, 7.914797, 7.991995
324.300005, 8.050065, 7.912878, 7.991855
324.400005, 8.049635, 7.912738, 7.990461
324.500005, 8.052369, 7.914902, 7.988812
324.600005, 8.052858, 7.914052, 7.991201
324.700005, 8.053838, 7.911924, 7.99165
324.800005, 8.053403, 7.914562, 7.988432
324.900005, 8.055317, 7.914952, 7.990991
325.000005, 8.053903, 7.915656, 7.990831
325.100005, 8.054857, 7.916881, 7.991476
325.200005, 8.055362, 7.917056, 7.991396
325.300005, 8.053538, 7.916721, 7.990726
325.400005, 8.053043, 7.917265, 7.990616
325.500005, 8.051834, 7.91848, 7.993189
325.600005, 8.054962, 7.916396, 7.99197
325.700005, 8.055417, 7.919719, 7.990981
325.800005, 8.054013, 7.91856, 7.99264
325.900005, 8.052868, 7.918185, 7.991875
326.000005, 8.055202, 7.916511, 7.993534
326.100005, 8.052798, 7.918984, 7.990571
326.200005, 8.053348, 7.916876, 7.990371
326.300005, 8.055837, 7.921433, 7.991061
326.400005, 8.055787, 7.920743, 7.991755
326.500005, 8.055792, 7.917905, 7.991026
326.600005, 8.054562, 7.916216, 7.992005
326.700005, 8.053638, 7.91709, 7.9925
326.800005, 8.052614, 7.91852, 7.990561
326.900005, 8.056441, 7.920219, 7.993334
327.000005, 8.051974, 7.918979, 7.99295
327.100005, 8.052289, 7.915407, 7.990166
327.200005, 8.053273, 7.916326, 7.990696
327.300005, 8.054752, 7.917415, 7.992175
327.400005, 8.052534, 7.919069, 7.990021
327.500005, 8.055547, 7.918879, 7.99256
327.600005, 8.054867, 7.919244, 7.991945
327.700005, 8.052379, 7.91824, 7.990286
327.800005, 8.053878, 7.919214, 7.991356
327.900005, 8.051899, 7.919559, 7.990791
328.000005, 8.056136, 7.920558, 7.990976
328.100005, 8.055612, 7.919729, 7.989092
328.200005, 8.055592, 7.919864, 7.99189
328.300005, 8.054712, 7.917535, 7.991675
328.400005, 8.054028, 7.920383, 7.991151
328.500005, 8.056057, 7.919469, 7.99161
328.600005, 8.053043, 7.919944, 7.989976
328.700005, 8.052504, 7.91864, 7.991361
328.800005, 8.054492, 7.918495, 7.990436
328.900005, 8.052474, 7.91748, 7.989057
329.000005, 8.053873, 7.918799, 7.989827
329.100005, 8.053638, 7.918949, 7.993719
329.200005, 8.056017, 7.91841, 7.997242
329.300005, 8.053098, 7.91792, 7.994059
329.400005, 8.055937, 7.920383, 7.997647
329.500005, 8.053628, 7.921778, 7.997032
329.600005, 8.052359, 7.915222, 7.994893
329.700005, 8.056066, 7.919004, 7.996208
329.800005, 8.059125, 7.919279, 7.996148
329.900005, 8.05873, 7.920823, 7.995823
330.000005, 8.060609, 7.919694, 7.996073
330.100005, 8.062113, 7.91708, 7.997682
330.200005, 8.058835, 7.916936, 7.996922
330.300005, 8.059764, 7.918724, 7.994679
330.400005, 8.060304, 7.920388, 7.996013
330.500005, 8.057456, 7.920623, 7.994219
330.600005, 8.058125, 7.918605, 7.996258
330.700005, 8.057885, 7.920938, 7.997217
330.800005, 8.061888, 7.919579, 7.997377
330.900005, 8.060704, 7.920993, 7.996582
331.000005, 8.058985, 7.925061, 7.997227
331.100005, 8.059195, 7.92558, 7.997212
331.200005, 8.061004, 7.920678, 7.997017
331.300005, 8.060189, 7.924156, 7.995913
331.400005, 8.058505, 7.924991, 7.996378
331.500005, 8.05809, 7.923172, 7.997422
331.600005, 8.058555, 7.922142, 7.995848
331.700005, 8.05876, 7.924291, 7.996962
331.800005, 8.059519, 7.922207, 7.997002
331.900005, 8.059534, 7.924971, 7.996677
332.000005, 8.060399, 7.924126, 7.996937
332.100005, 8.059469, 7.923132, 7.998281
332.200005, 8.056876, 7.924181, 7.996333
332.300005, 8.060769, 7.925485, 7.998166
332.400005, 8.059185, 7.922287, 7.995683
332.500005, 8.059989, 7.920718, 7.999321
332.600005, 8.05798, 7.925091, 7.997172
332.700005, 8.060549, 7.925575, 7.995363
332.800005, 8.058765, 7.922422, 7.996038
332.900005, 8.060449, 7.92583, 7.996927
333.000005, 8.060164, 7.923691, 7.997007
333.100005, 8.060089, 7.922552, 7.995668
333.200005, 8.059195, 7.922537, 7.995628
333.300005, 8.05916, 7.9256, 7.994614
333.400005, 8.058605, 7.92641, 7.996897
333.500005, 8.060504, 7.923721, 7.995878
333.600005, 8.05857, 7.924241, 7.996922
333.700005, 8.05881, 7.923427, 7.994469
333.800005, 8.060454, 7.923452, 7.999381
333.900005, 8.060779, 7.925221, 7.996527
334.000005, 8.05819, 7.921713, 7.997512
334.100005, 8.05934, 7.922112, 7.993984
334.200005, 8.061098, 7.92609, 7.996497
334.300005, 8.05839, 7.92575, 7.993859
334.400005, 8.060949, 7.923587, 7.994614
334.500005, 8.060604, 7.924761, 7.994953
334.600005, 8.05859, 7.923771, 7.997367
334.700005, 8.058505, 7.923736, 7.996088
334.800005, 8.059684, 7.924876, 7.996582
334.900005, 8.063507, 7.922897, 7.995828
335.000005, 8.065626, 7.922417, 7.996812
335.100005, 8.065206, 7.923192, 7.996158
335.200005, 8.063927, 7.923112, 7.995898
335.300005, 8.066525, 7.925036, 7.996712
335.400005, 8.064072, 7.925585, 7.995753
335.500005, 8.063462, 7.924231, 7.997207
335.600005, 8.063437, 7.924331, 7.996278
335.700005, 8.063552, 7.923257, 7.995658
335.800005, 8.063722, 7.923537, 7.996857
335.900005, 8.065351, 7.923487, 7.997922
336.000005, 8.062722, 7.923292, 8.000235
336.100005, 8.065666, 7.923382, 8.001624
336.200005, 8.061598, 7.923801, 8.000815
336.300005, 8.064741, 7.923502, 8.000925
336.400005, 8.062438, 7.92563, 8.003578
336.500005, 8.063677, 7.930108, 8.000185
336.600005, 8.064861, 7.930672, 8.001779
336.700005, 8.062737, 7.928983, 8.004318
336.800005, 8.064596, 7.929738, 8.000645
336.900005, 8.064486, 7.931192, 8.00101
337.000005, 8.06648, 7.930937, 8.003313
337.100005, 8.065116, 7.930248, 8.003044
337.200005, 8.065321, 7.930382, 8.002289
337.300005, 8.063382, 7.928903, 8.002784
337.400005, 8.06619, 7.929398, 8.001949
337.500005, 8.065526, 7.929293, 8.001779
337.600005, 8.06627, 7.931827, 8.00111
337.700005, 8.064267, 7.929793, 8.002539
337.800005, 8.064337, 7.929993, 7.997947
337.900005, 8.064426, 7.931907, 7.999561
338.000005, 8.06601, 7.930527, 8.000945
338.100005, 8.063082, 7.929373, 8.00067
338.200005, 8.065091, 7.929703, 8.00134
338.300005, 8.066315, 7.927804, 8.000845
338.400005, 8.063122, 7.930602, 8.002639
338.500005, 8.064851, 7.928853, 8.001994
338.600005, 8.063607, 7.928668, 8.00029
338.700005, 8.061708, 7.930477, 8.004648
338.800005, 8.065631, 7.931577, 8.002879
338.900005, 8.063262, 7.92679, 8.0002
339.000005, 8.065586, 7.930467, 8.001964
339.100005, 8.063117, 7.930208, 8.001729
339.200005, 8.067055, 7.928614, 8.002159
339.300005, 8.063712, 7.929843, 8.001
339.400005, 8.064601, 7.927904, 7.998831
339.500005, 8.065131, 7.928334, 7.999915
339.600005, 8.064736, 7.929183, 8.001774
339.700005, 8.063722, 7.928868, 8.002819
339.800005, 8.064831, 7.929973, 8.002469
339.900005, 8.063792, 7.931991, 8.001125
340.000005, 8.063512, 7.931892, 8.002604
340.100005, 8.063627, 7.931162, 8.001494
340.200005, 8.066095, 7.928029, 8.001435
340.300005, 8.064391, 7.929298, 8.003578
340.400005, 8.064277, 7.930138, 8.002309
340.500005, 8.064836, 7.929238, 8.001729
340.600005, 8.063467, 7.928524, 8.004353
340.700005, 8.064771, 7.930637, 8.003943
340.800005, 8.061653, 7.928678, 8.002434
340.900005, 8.065166, 7.928554, 8.001415
341.000005, 8.064017, 7.927299, 8.001005
341.100005, 8.063937, 7.928933, 8.001944
341.200005, 8.065971, 7.926355, 8.001969
341.300005, 8.065121, 7.930577, 8.002914
341.400005, 8.064866, 7.931717, 8.000405
341.500005, 8.064471, 7.931737, 8.002784
341.600005, 8.064207, 7.928154, 7.999021
