T, PyD, PyDD, PyDT
, , 8.158939, 8.223375
, , 8.158215, 8.221846
, , 8.15763, 8.220727
, , 8.160583, 8.221282
, , 8.157525, 8.221991
, , 8.160608, 8.218823
, , 8.158075, 8.220537
, , 8.158984, 8.220067
, , 8.159504, 8.220147
, , 8.160378, 8.222956
, , 8.158894, 8.2234
, , 8.15842, 8.222081
, , 8.157215, 8.225309
, , 8.159164, 8.225839
, , 8.15859, 8.226583
, , 8.160099, 8.226319
, , 8.15774, 8.226983
, , 8.159279, 8.22376
, , 8.159274, 8.222146
, , 8.159064, 8.225554
, , 8.159419, 8.225684
, , 8.158854, 8.224835
, , 8.158305, 8.226274
, , 8.163327, 8.224355
, , 8.159839, 8.224185
, , 8.15708, 8.222931
, , 8.157045, 8.224815
, , 8.15857, 8.225224
, , 8.157155, 8.226838
, , 8.160094, 8.225409
, , 8.155626, 8.22421
, , 8.157715, 8.226254
, , 8.159799, 8.224735
, , 8.160893, 8.225824
, , 8.159639, 8.225384
, , 8.158265, 8.227448
, , 8.156756, 8.226414
, , 8.157515, 8.227853
, , 8.159799, 8.225729
, , 8.160893, 8.227118
, , 8.158734, 8.227028
, , 8.160953, 8.22443
, , 8.163661, 8.227723
, , 8.164221, 8.226414
, , 8.163701, 8.224795
, , 8.166095, 8.227233
, , 8.162412, 8.229602
, , 8.164476, 8.226668
, , 8.163547, 8.226773
, , 8.162617, 8.225889
, , 8.16548, 8.225519
, , 8.161573, 8.223405
, , 8.164471, 8.224989
, , 8.163582, 8.221846
, , 8.162882, 8.226349
, , 8.162852, 8.22464
, , 8.164306, 8.227533
, , 8.161987, 8.226324
, , 8.163002, 8.226963
, , 8.165126, 8.226014
, , 8.16582, 8.226868
, , 8.162952, 8.226234
, , 8.165256, 8.227888
, , 8.164551, 8.223905
, , 8.163562, 8.22351
, , 8.164401, 8.226778
, , 8.163686, 8.227403
, , 8.164091, 8.226239
, , 8.163262, 8.224635
, , 8.163157, 8.224195
, , 8.164531, 8.226244
, , 8.163736, 8.225229
, , 8.165625, 8.226474
, , 8.163392, 8.226638
, , 8.164021, 8.225434
, , 8.162027, 8.225504
, , 8.165565, 8.22478
, , 8.165231, 8.227028
, , 8.163337, 8.224854
, , 8.163352, 8.227663
, , 8.165061, 8.229462
, , 8.164811, 8.224994
, , 8.161048, 8.225179
, , 8.163082, 8.225784
, , 8.16572, 8.225349
, , 8.162497, 8.227368
, , 8.164891, 8.224879
, , 8.162292, 8.225949
, , 8.165096, 8.225004
, , 8.165295, 8.225669
, , 8.163856, 8.227303
, , 8.163731, 8.227253
, , 8.163696, 8.226918
, , 8.163562, 8.225649
, , 8.162127, 8.225219
, , 8.165515, 8.223141
, , 8.161258, 8.225914
, , 8.165021, 8.227568
, , 8.165266, 8.225344
, , 8.165176, 8.225859
, , 8.162997, 8.225019
, , 8.164176, 8.228827
, , 8.164581, 8.226988
, , 8.164531, 8.225289
, , 8.162252, 8.226324
, , 8.164306, 8.22405
, , 8.164596, 8.223825
, , 8.165295, 8.225574
, , 8.164151, 8.226159
, , 8.162397, 8.225754
, , 8.164741, 8.229037
, , 8.163597, 8.22445
, , 8.163192, 8.225799
, , 8.163477, 8.225739
, , 8.16574, 8.226214
, , 8.163791, 8.227743
, , 8.162442, 8.226034
, , 8.16653, 8.225339
, , 8.162977, 8.223785
, , 8.163811, 8.223181
, , 8.163816, 8.226199
, , 8.163532, 8.228148
, , 8.164646, 8.224265
, , 8.164241, 8.226723
, , 8.165146, 8.224914
, , 8.165241, 8.226853
, , 8.163072, 8.226978
, , 8.164901, 8.223076
, , 8.161783, 8.225114
, , 8.164166, 8.225619
, , 8.16685, 8.223146
, , 8.162842, 8.226129
, , 8.164636, 8.225274
, , 8.164206, 8.226039
, , 8.164991, 8.226798
, , 8.163397, 8.224455
, , 8.164111, 8.225324
, , 8.163607, 8.226773
, , 8.162122, 8.226748
, , 8.163292, 8.226613
, , 8.164026, 8.226923
, , 8.163911, 8.225014
, , 8.163572, 8.226459
, , 8.163816, 8.226034
, , 8.162237, 8.228897
, , 8.165121, 8.23275
, , 8.163776, 8.228138
, , 8.165885, 8.228867
, , 8.164706, 8.231026
, , 8.166185, 8.228412
, , 8.164356, 8.231515
, , 8.16603, 8.231006
, , 8.163836, 8.232135
, , 8.162662, 8.233484
, , 8.162047, 8.231815
, , 8.16621, 8.230861
, , 8.16596, 8.23238
, , 8.160498, 8.229022
, , 8.162962, 8.232125
, , 8.163437, 8.232885
, , 8.165365, 8.231515
, , 8.169428, 8.230826
, , 8.170687, 8.230141
, , 8.169148, 8.23149
, , 8.167764, 8.230901
, , 8.16691, 8.231995
, , 8.170792, 8.230486
, , 8.168449, 8.230381
, , 8.169768, 8.229557
, , 8.170517, 8.227843
, , 8.172051, 8.231236
, , 8.170238, 8.234324
, , 8.169718, 8.230541
, , 8.169633, 8.229836
, , 8.167059, 8.23171
, , 8.168888, 8.231361
, , 8.167839, 8.231031
, , 8.171567, 8.230551
, , 8.168833, 8.229037
, , 8.16591, 8.23226
, , 8.169243, 8.230671
, , 8.171532, 8.230606
, , 8.169408, 8.232555
, , 8.169973, 8.232185
, , 8.168803, 8.229127
, , 8.167364, 8.23211
, , 8.171382, 8.231206
, , 8.168064, 8.230236
, , 8.172681, 8.228837
, , 8.168753, 8.231081
, , 8.168424, 8.230496
, , 8.168623, 8.231081
, , 8.167589, 8.230671
, , 8.167544, 8.23177
, , 8.170008, 8.232635
, , 8.168399, 8.23168
, , 8.169238, 8.232375
, , 8.170967, 8.233189
, , 8.169368, 8.23213
, , 8.169778, 8.229082
, , 8.171227, 8.229802
, , 8.167894, 8.229182
, , 8.169583, 8.230756
, , 8.169648, 8.231166
, , 8.170897, 8.232255
, , 8.168284, 8.230781
, , 8.170987, 8.230901
, , 8.170747, 8.230206
, , 8.169808, 8.230046
, , 8.170837, 8.230006
, , 8.170687, 8.230721
, , 8.168658, 8.228103
, , 8.168718, 8.229612
, , 8.170322, 8.229122
, , 8.170178, 8.229821
, , 8.169793, 8.230036
, , 8.169493, 8.230001
, , 8.171012, 8.23203
, , 8.168044, 8.230926
, , 8.170262, 8.232435
, , 8.170297, 8.234114
, , 8.167854, 8.23191
, , 8.170732, 8.230771
, , 8.168229, 8.230511
, , 8.168918, 8.233504
, , 8.169618, 8.2323
, , 8.169393, 8.231635
, , 8.169883, 8.231051
, , 8.170038, 8.230821
, , 8.168653, 8.2323
, , 8.171277, 8.232105
, , 8.170352, 8.233474
, , 8.168593, 8.231126
, , 8.170947, 8.229537
, , 8.170133, 8.230396
, , 8.168294, 8.232315
, , 8.170247, 8.233314
, , 8.172101, 8.231351
, , 8.170128, 8.231515
, , 8.171142, 8.232655
, , 8.169773, 8.229312
, , 8.168938, 8.23239
, , 8.171492, 8.231131
, , 8.169173, 8.231096
, , 8.170188, 8.229782
, , 8.168129, 8.230476
, , 8.170058, 8.233324
, , 8.167689, 8.23179
, , 8.171407, 8.230171
, , 8.170073, 8.230786
, , 8.168983, 8.229562
, , 8.167974, 8.232375
, , 8.169773, 8.23197
, , 8.172311, 8.23214
, , 8.170257, 8.230456
, , 8.171727, 8.231111
, , 8.169068, 8.230726
, , 8.170732, 8.228882
, , 8.170352, 8.231895
, , 8.169088, 8.23159
, , 8.170422, 8.231915
, , 8.170098, 8.232865
, , 8.168249, 8.231176
, , 8.168638, 8.231451
, , 8.169003, 8.23211
, , 8.167499, 8.231271
, , 8.170992, 8.230786
, , 8.170347, 8.231126
, , 8.169483, 8.230026
, , 8.170527, 8.232125
, , 8.169013, 8.229377
, , 8.168539, 8.231271
, , 8.168708, 8.23212
, , 8.169533, 8.232695
, , 8.165645, 8.230721
, , 8.171677, 8.23263
, , 8.171277, 8.232425
, , 8.171132, 8.2324
, , 8.169143, 8.228232
, , 8.168678, 8.23188
, , 8.170532, 8.235393
, , 8.171117, 8.233824
, , 8.168489, 8.234359
, , 8.171951, 8.238696
, , 8.172706, 8.235453
, , 8.173585, 8.234993
, , 8.17433, 8.234074
, , 8.175175, 8.235913
, , 8.172841, 8.237042
, , 8.17469, 8.237307
, , 8.174885, 8.236462
, , 8.174255, 8.235613
, , 8.172291, 8.234704
, , 8.172956, 8.236852
, , 8.174145, 8.236013
, , 8.17446, 8.237852
, , 8.171767, 8.238571
, , 8.17485, 8.236732
, , 8.173191, 8.237377
, , 8.1746, 8.234519
, , 8.17442, 8.233644
, , 8.173675, 8.236028
, , 8.1751, 8.235998
, , 8.174155, 8.236937
, , 8.17374, 8.236393
, , 8.177533, 8.234679
, , 8.175879, 8.236497
, , 8.17359, 8.235243
, , 8.175724, 8.237742
, , 8.173256, 8.238536
, , 8.174125, 8.236398
, , 8.172801, 8.237192
, , 8.172561, 8.237702
, , 8.175214, 8.235358
, , 8.174635, 8.235693
, , 8.172681, 8.236537
, , 8.172621, 8.236907
, , 8.175185, 8.237387
, , 8.173895, 8.236612
, , 8.172096, 8.235553
, , 8.17367, 8.236682
, , 8.175569, 8.237467
, , 8.175949, 8.237247
, , 8.172536, 8.236592
, , 8.175095, 8.236987
, , 8.17359, 8.234813
, , 8.172236, 8.233924
, , 8.173541, 8.235298
, , 8.176429, 8.235753
, , 8.173226, 8.237132
, , 8.176554, 8.238371
, , 8.17373, 8.236023
, , 8.178238, 8.238386
, , 8.173461, 8.236462
, , 8.173366, 8.234474
, , 8.173391, 8.237592
, , 8.173511, 8.236013
, , 8.174295, 8.234783
, , 8.174765, 8.237497
, , 8.175145, 8.235208
, , 8.174605, 8.236418
, , 8.173126, 8.237197
, , 8.17488, 8.237152
, , 8.177003, 8.237807
, , 8.173895, 8.237807
, , 8.175264, 8.237252
, , 8.172736, 8.236457
, , 8.173536, 8.237552
, , 8.177343, 8.234669
, , 8.175719, 8.236537
, , 8.173526, 8.237377
, , 8.172106, 8.234754
, , 8.17418, 8.235448
, , 8.174385, 8.238321
, , 8.171437, 8.237032
, , 8.173076, 8.238941
, , 8.172411, 8.235283
, , 8.175284, 8.234539
, , 8.17409, 8.238656
, , 8.172571, 8.236413
, , 8.17434, 8.235838
, , 8.176094, 8.237662
, , 8.175574, 8.233684
, , 8.173895, 8.234988
, , 8.175404, 8.235828
, , 8.176004, 8.236188
, , 8.176804, 8.237667
, , 8.175464, 8.233954
, , 8.174445, 8.235993
, , 8.17421, 8.239126
, , 8.173326, 8.235703
, , 8.17417, 8.235993
, , 8.17402, 8.236522
, , 8.175115, 8.234704
, , 8.174, 8.235878
, , 8.17477, 8.237242
, , 8.17474, 8.233384
, , 8.175984, 8.235298
, , 8.173486, 8.235908
, , 8.174305, 8.237847
, , 8.174175, 8.237227
, , 8.17403, 8.237457
, , 8.175404, 8.235883
, , 8.175659, 8.236532
, , 8.174585, 8.233579
, , 8.171347, 8.236233
, , 8.173236, 8.237272
, , 8.176719, 8.236113
, , 8.17439, 8.236667
, , 8.173066, 8.236188
, , 8.172766, 8.236812
, , 8.175694, 8.235758
, , 8.173795, 8.234734
, , 8.17519, 8.236627
, , 8.174105, 8.234659
, , 8.175055, 8.237157
, , 8.178018, 8.235803
, , 8.175629, 8.238236
, , 8.175, 8.235998
, , 8.17458, 8.237527
, , 8.17464, 8.235908
, , 8.173945, 8.239686
, , 8.175774, 8.234434
, , 8.173585, 8.235528
, , 8.17424, 8.235483
, , 8.175859, 8.236607
, , 8.171487, 8.234993
, , 8.17422, 8.237542
, , 8.172526, 8.236627
, , 8.174875, 8.237167
, , 8.174775, 8.238286
, , 8.174185, 8.234978
, , 8.172711, 8.235073
, , 8.175929, 8.236937
, , 8.1745, 8.235843
, , 8.176459, 8.237137
, , 8.176434, 8.234798
, , 8.174295, 8.237057
, , 8.175, 8.236707
, , 8.173865, 8.236947
, , 8.175484, 8.233654
, , 8.174515, 8.235753
, , 8.17512, 8.235948
, , 8.173481, 8.236847
, , 8.17465, 8.234704
, , 8.176629, 8.237132
, , 8.175829, 8.236777
, , 8.172166, 8.237322
, , 8.175649, 8.234938
, , 8.17488, 8.237412
, , 8.171322, 8.235968
, , 8.179532, 8.236018
, , 8.180311, 8.236482
, , 8.181276, 8.236617
, , 8.181166, 8.235428
, , 8.180092, 8.235628
, , 8.178552, 8.237957
, , 8.180636, 8.234644
, , 8.180117, 8.235783
, , 8.178817, 8.236442
, , 8.179617, 8.238047
, , 8.178947, 8.236927
, , 8.179422, 8.24119
, , 8.178478, 8.236193
, , 8.177733, 8.237657
, , 8.177483, 8.237427
, , 8.177733, 8.241769
, , 8.177928, 8.240175
, , 8.180496, 8.241015
, , 8.178038, 8.241524
, , 8.181346, 8.240275
, , 8.180396, 8.243703
, , 8.181376, 8.242979
, , 8.179292, 8.241819
, , 8.181466, 8.241055
, , 8.179632, 8.242784
, , 8.179822, 8.24013
, , 8.181531, 8.240055
, , 8.180391, 8.241484
, , 8.178213, 8.24127
, , 8.177553, 8.241979
, , 8.179282, 8.243678
, , 8.178977, 8.242734
, , 8.178428, 8.24115
, , 8.179362, 8.242209
, , 8.177378, 8.241544
, , 8.180261, 8.240405
, , 8.180311, 8.240425
, , 8.178522, 8.240575
, , 8.180037, 8.242409
, , 8.178373, 8.244183
, , 8.177663, 8.24013
, , 8.179327, 8.242639
, , 8.178033, 8.242504
, , 8.180566, 8.239211
, , 8.177048, 8.238461
, , 8.178627, 8.241704
, , 8.179482, 8.24095
, , 8.180811, 8.243448
, , 8.177008, 8.241594
, , 8.181651, 8.241404
, , 8.178702, 8.241999
, , 8.178777, 8.243438
, , 8.180731, 8.24091
, , 8.178433, 8.240485
, , 8.177753, 8.243318
, , 8.180007, 8.241909
, , 8.179032, 8.240645
, , 8.178932, 8.242704
, , 8.177553, 8.241889
, , 8.178727, 8.242839
, , 8.179037, 8.24091
, , 8.180611, 8.243583
, , 8.180147, 8.242484
, , 8.180271, 8.241569
, , 8.181581, 8.243044
, , 8.181226, 8.242399
, , 8.181331, 8.240075
, , 8.179592, 8.24076
, , 8.179947, 8.23992
, , 8.179697, 8.242549
, , 8.181531, 8.242719
, , 8.178527, 8.239496
, , 8.178687, 8.242174
, , 8.177848, 8.24124
, , 8.180102, 8.242294
, , 8.178757, 8.241694
, , 8.179857, 8.241624
, , 8.180881, 8.242959
, , 8.179037, 8.2403
, , 8.179862, 8.24136
, , 8.179532, 8.24118
, , 8.179142, 8.241469
, , 8.178742, 8.242484
, , 8.180851, 8.242344
, , 8.180576, 8.240315
, , 8.177703, 8.24056
, , 8.180766, 8.239361
, , 8.178662, 8.244278
, , 8.180816, 8.242364
, , 8.177568, 8.241994
, , 8.177378, 8.240575
, , 8.177763, 8.242289
, , 8.178842, 8.24033
, , 8.179102, 8.240985
, , 8.181631, 8.242369
, , 8.180137, 8.241794
, , 8.180536, 8.242304
, , 8.176179, 8.242204
, , 8.181176, 8.24065
, , 8.179452, 8.24071
, , 8.179327, 8.239965
, , 8.179987, 8.241569
, , 8.18256, 8.241564
, , 8.181081, 8.241689
, , 8.179482, 8.240975
, , 8.179152, 8.239835
, , 8.180801, 8.242024
, , 8.181276, 8.24133
, , 8.179587, 8.243628
, , 8.181126, 8.242694
, , 8.178498, 8.243758
, , 8.180181, 8.241634
, , 8.179942, 8.242824
, , 8.179482, 8.239935
, , 8.181016, 8.242144
, , 8.181541, 8.241589
, , 8.177393, 8.24088
, , 8.181271, 8.239945
, , 8.180451, 8.241999
, , 8.180891, 8.242709
, , 8.179867, 8.239031
, , 8.178518, 8.240395
, , 8.176704, 8.241434
, , 8.178198, 8.242759
, , 8.180711, 8.242244
, , 8.176389, 8.242629
, , 8.180906, 8.2404
, , 8.179882, 8.242629
, , 8.180057, 8.241429
, , 8.178263, 8.241315
, , 8.179297, 8.242924
, , 8.178283, 8.241125
, , 8.18328, 8.242579
, , 8.181106, 8.242404
, , 8.184289, 8.240905
, , 8.184429, 8.243613
, , 8.184179, 8.243823
, , 8.18278, 8.2405
, , 8.183649, 8.241434
, , 8.185398, 8.240945
, , 8.187447, 8.241315
, , 8.183584, 8.241779
, , 8.187262, 8.24063
, , 8.185318, 8.243748
, , 8.18348, 8.240865
, , 8.184854, 8.240825
, , 8.185778, 8.240445
, , 8.186038, 8.24093
, , 8.185213, 8.242869
, , 8.187027, 8.241025
, , 8.184309, 8.240055
, , 8.183774, 8.239306
, , 8.183484, 8.23978
, , 8.185798, 8.242289
, , 8.185044, 8.241804
, , 8.186208, 8.246766
, , 8.184144, 8.241904
, , 8.188197, 8.245592
, , 8.186308, 8.242084
, , 8.184784, 8.245897
, , 8.184279, 8.244852
, , 8.184709, 8.247386
, , 8.185498, 8.24006
, , 8.186153, 8.246811
, , 8.186593, 8.24908
, , 8.185428, 8.246097
, , 8.185143, 8.247676
, , 8.185473, 8.247311
, , 8.184909, 8.247176
, , 8.184009, 8.2483
, , 8.184844, 8.24827
, , 8.186363, 8.246766
, , 8.184839, 8.246626
, , 8.185143, 8.246886
, , 8.185793, 8.247461
, , 8.187062, 8.245362
, , 8.185064, 8.247681
, , 8.183829, 8.246751
, , 8.184419, 8.247116
, , 8.184644, 8.24841
, , 8.185099, 8.245792
, , 8.182635, 8.249015
, , 8.185193, 8.247876
, , 8.183709, 8.247781
, , 8.185683, 8.247476
, , 8.186643, 8.246102
, , 8.185953, 8.246931
, , 8.185508, 8.24904
, , 8.185183, 8.246856
, , 8.185029, 8.247656
, , 8.185608, 8.24808
, , 8.184339, 8.246222
, , 8.184084, 8.245462
, , 8.183395, 8.245367
, , 8.186228, 8.246461
, , 8.185563, 8.246212
, , 8.182055, 8.245332
, , 8.183624, 8.247316
, , 8.185338, 8.247316
, , 8.184514, 8.247621
, , 8.183155, 8.247396
, , 8.184594, 8.246441
, , 8.188711, 8.245727
, , 8.185393, 8.247366
, , 8.184284, 8.249515
, , 8.184674, 8.246396
, , 8.185738, 8.246272
, , 8.186088, 8.245977
, , 8.186847, 8.246746
, , 8.183949, 8.247436
, , 8.186852, 8.245997
, , 8.183175, 8.24815
, , 8.182135, 8.244837
, , 8.184044, 8.245657
, , 8.184874, 8.245742
, , 8.186583, 8.245997
, , 8.184534, 8.247756
, , 8.183325, 8.249095
, , 8.184494, 8.247321
, , 8.184514, 8.245277
, , 8.18296, 8.247096
, , 8.185163, 8.246367
, , 8.187192, 8.246966
, , 8.185463, 8.246007
, , 8.186788, 8.245482
, , 8.18299, 8.246471
, , 8.184299, 8.250394
, , 8.185228, 8.247331
, , 8.184889, 8.247356
, , 8.184794, 8.246876
, , 8.183455, 8.246896
, , 8.184534, 8.247001
, , 8.187042, 8.247181
, , 8.18255, 8.245117
, , 8.184439, 8.248095
, , 8.184364, 8.248305
, , 8.184684, 8.245597
, , 8.185763, 8.246606
, , 8.186922, 8.247846
, , 8.184034, 8.246776
, , 8.183804, 8.246242
, , 8.185828, 8.245907
, , 8.183465, 8.246242
, , 8.182755, 8.247091
, , 8.185378, 8.248235
, , 8.18222, 8.246476
, , 8.183499, 8.245437
, , 8.185408, 8.247196
, , 8.185019, 8.247371
, , 8.185678, 8.247266
, , 8.186183, 8.24934
, , 8.183445, 8.246237
, , 8.185368, 8.24949
, , 8.186038, 8.246501
, , 8.185059, 8.246476
, , 8.185638, 8.246561
, , 8.185723, 8.246506
, , 8.186063, 8.246421
, , 8.188187, 8.246401
, , 8.185398, 8.246511
, , 8.185493, 8.245752
, , 8.185203, 8.246262
, , 8.186703, 8.247101
, , 8.185368, 8.247271
, , 8.191854, 8.247941
, , 8.19017, 8.248585
, , 8.191725, 8.246317
, , 8.188067, 8.24843
, , 8.189556, 8.247871
, , 8.189686, 8.247956
, , 8.19097, 8.247466
, , 8.190335, 8.245432
, , 8.19118, 8.246691
, , 8.189891, 8.245612
, , 8.19164, 8.245292
, , 8.188821, 8.246881
, , 8.190405, 8.247216
, , 8.19102, 8.247926
, , 8.190995, 8.247111
, , 8.192064, 8.247616
, , 8.189811, 8.246247
, , 8.190415, 8.247636
, , 8.189401, 8.246976
, , 8.188077, 8.248615
, , 8.189566, 8.247401
, , 8.191924, 8.246052
, , 8.190305, 8.24844
, , 8.191595, 8.246771
, , 8.190485, 8.246521
, , 8.193513, 8.244048
, , 8.19026, 8.245502
, , 8.186788, 8.24828
, , 8.19125, 8.247701
, , 8.190515, 8.246831
, , 8.189886, 8.248135
, , 8.19101, 8.245992
, , 8.19019, 8.245832
, , 8.189556, 8.247671
, , 8.19042, 8.248285
, , 8.192114, 8.245662
, , 8.190755, 8.247446
, , 8.191859, 8.246766
, , 8.190165, 8.247626
, , 8.189251, 8.24868
, , 8.19108, 8.245447
, , 8.189216, 8.246851
, , 8.188916, 8.245222
, , 8.189386, 8.246551
, , 8.19065, 8.247096
, , 8.188781, 8.24928
, , 8.19144, 8.245997
, , 8.189651, 8.250929
, , 8.1906, 8.251229
, , 8.191265, 8.252163
, , 8.19114, 8.251289
, , 8.190056, 8.251623
, , 8.189821, 8.253832
, , 8.188422, 8.251044
, , 8.190795, 8.250304
, , 8.19142, 8.251343
, , 8.189246, 8.251578
, , 8.189066, 8.250339
, , 8.189776, 8.251214
, , 8.188821, 8.254427
, , 8.191095, 8.251234
, , 8.189076, 8.251119
, , 8.188586, 8.251783
, , 8.190066, 8.252308
, , 8.19094, 8.251908
, , 8.189321, 8.252593
, , 8.19097, 8.251718
, , 8.187862, 8.251453
, , 8.189491, 8.253187
, , 8.189626, 8.251493
, , 8.191525, 8.250684
, , 8.19105, 8.252513
, , 8.190875, 8.251598
, , 8.188062, 8.252018
, , 8.188741, 8.250454
, , 8.190735, 8.251473
, , 8.19052, 8.251378
, , 8.188451, 8.252523
, , 8.19133, 8.251244
, , 8.189991, 8.251179
, , 8.194473, 8.250989
, , 8.190905, 8.253202
, , 8.188242, 8.253317
, , 8.190071, 8.253692
, , 8.186768, 8.251953
, , 8.19048, 8.250764
, , 8.192764, 8.252933
, , 8.187887, 8.251888
, , 8.191889, 8.253267
, , 8.187992, 8.252678
, , 8.189586, 8.252923
, , 8.189241, 8.254257
, , 8.19048, 8.253192
, , 8.190515, 8.254212
, , 8.190091, 8.250364
, , 8.189301, 8.250864
, , 8.192284, 8.249455
, , 8.19148, 8.251324
, , 8.19076, 8.250669
, , 8.189181, 8.252758
, , 8.188037, 8.253547
, , 8.190655, 8.252523
, , 8.188576, 8.252748
, , 8.189061, 8.251099
, , 8.189431, 8.254332
, , 8.190355, 8.253117
, , 8.189461, 8.253467
, , 8.190061, 8.253412
, , 8.189421, 8.252128
, , 8.189721, 8.252193
, , 8.190275, 8.252898
, , 8.19155, 8.252558
, , 8.189561, 8.253772
, , 8.189741, 8.253052
, , 8.189711, 8.253127
, , 8.189436, 8.250464
, , 8.189706, 8.253102
, , 8.190645, 8.250999
, , 8.187647, 8.253177
, , 8.189651, 8.250824
, , 8.190715, 8.253702
, , 8.192674, 8.253222
, , 8.188916, 8.254716
, , 8.190275, 8.250369
, , 8.19019, 8.253042
, , 8.192374, 8.251448
, , 8.187617, 8.252303
, , 8.192224, 8.253547
, , 8.19039, 8.251933
, , 8.188776, 8.252443
, , 8.19017, 8.253257
, , 8.191095, 8.252333
, , 8.187352, 8.252483
, , 8.190205, 8.253327
, , 8.190165, 8.250889
, , 8.190535, 8.252503
, , 8.189551, 8.253752
, , 8.189816, 8.251898
, , 8.19076, 8.252558
, , 8.190705, 8.252023
, , 8.189546, 8.251813
, , 8.190515, 8.250694
, , 8.189811, 8.249385
, , 8.190385, 8.253432
, , 8.190355, 8.255711
, , 8.189101, 8.251863
, , 8.19107, 8.252458
, , 8.19168, 8.252573
, , 8.188162, 8.252353
, , 8.189506, 8.252943
, , 8.19048, 8.252223
, , 8.19096, 8.251618
, , 8.189871, 8.251683
, , 8.188312, 8.250899
, , 8.190855, 8.251563
, , 8.189116, 8.252813
, , 8.189916, 8.252343
, , 8.1902, 8.254377
, , 8.19024, 8.253747
, , 8.19109, 8.255816
, , 8.190585, 8.252548
, , 8.189956, 8.250119
, , 8.191844, 8.250884
, , 8.188272, 8.250414
, , 8.191954, 8.250664
, , 8.19016, 8.251039
, , 8.190885, 8.249769
, , 8.193164, 8.255016
, , 8.196746, 8.252438
, , 8.194678, 8.250904
, , 8.196512, 8.254432
, , 8.196687, 8.252613
, , 8.193868, 8.251109
, , 8.193928, 8.253032
, , 8.196022, 8.253092
, , 8.196367, 8.251918
, , 8.195287, 8.254202
, , 8.195107, 8.251863
, , 8.196057, 8.252463
, , 8.194818, 8.250289
, , 8.196352, 8.251059
, , 8.197111, 8.253552
, , 8.195137, 8.252333
, , 8.195902, 8.252153
, , 8.196652, 8.252183
, , 8.196567, 8.251558
, , 8.193413, 8.249849
, , 8.198336, 8.255106
, , 8.194753, 8.251159
, , 8.196362, 8.251433
, , 8.192664, 8.253062
, , 8.196242, 8.254517
, , 8.196042, 8.252833
, , 8.197661, 8.255561
, , 8.195202, 8.251598
, , 8.195497, 8.253407
, , 8.196367, 8.252783
, , 8.197586, 8.251853
, , 8.195058, 8.251923
, , 8.195347, 8.253807
, , 8.195112, 8.253647
, , 8.196352, 8.253512
, , 8.195542, 8.251079
, , 8.193928, 8.253552
, , 8.196966, 8.252893
, , 8.195372, 8.250084
, , 8.194898, 8.252508
, , 8.195532, 8.251453
, , 8.192644, 8.253022
, , 8.195512, 8.251788
, , 8.197206, 8.253507
, , 8.196412, 8.252553
, , 8.195577, 8.251608
, , 8.196502, 8.252633
, , 8.194548, 8.251798
, , 8.195912, 8.253742
, , 8.195222, 8.251743
, , 8.196647, 8.252433
, , 8.194703, 8.253662
, , 8.197786, 8.253357
, , 8.194773, 8.252293
, , 8.194433, 8.252728
, , 8.195487, 8.250614
, , 8.193978, 8.251498
, , 8.196012, 8.252913
, , 8.195652, 8.252178
, , 8.195028, 8.251683
, , 8.194938, 8.249759
, , 8.197361, 8.254027
, , 8.195917, 8.252488
, , 8.196682, 8.251753
, , 8.196427, 8.253552
, , 8.195043, 8.252743
, , 8.194968, 8.253767
, , 8.195812, 8.252133
, , 8.196786, 8.251109
, , 8.195332, 8.257005
, , 8.195177, 8.255016
, , 8.198016, 8.254856
, , 8.196317, 8.256181
, , 8.197061, 8.256395
, , 8.195282, 8.25638
, , 8.196062, 8.255941
, , 8.194968, 8.2571
, , 8.195612, 8.25715
, , 8.195787, 8.256675
, , 8.194278, 8.258409
, , 8.194248, 8.254267
, , 8.196412, 8.25722
, , 8.195137, 8.257455
, , 8.196502, 8.25726
, , 8.194763, 8.256625
, , 8.195592, 8.255821
, , 8.196582, 8.258079
, , 8.196796, 8.25707
, , 8.195272, 8.256625
, , 8.194658, 8.259708
, , 8.195752, 8.259434
, , 8.197056, 8.257979
, , 8.194083, 8.256695
, , 8.196786, 8.258189
, , 8.195727, 8.255356
, , 8.19845, 8.25749
, , 8.196427, 8.259169
, , 8.195287, 8.258754
, , 8.195787, 8.25779
, , 8.196572, 8.258949
, , 8.194093, 8.25685
, , 8.196237, 8.254821
, , 8.194638, 8.256191
, , 8.195028, 8.254821
, , 8.193124, 8.258049
, , 8.194698, 8.256161
, , 8.193938, 8.258934
, , 8.196612, 8.258174
, , 8.195987, 8.25662
, , 8.197856, 8.256375
, , 8.193169, 8.258839
, , 8.196746, 8.258264
, , 8.194578, 8.25643
, , 8.196227, 8.255936
, , 8.195652, 8.257855
, , 8.194623, 8.257305
, , 8.194758, 8.25669
, , 8.195737, 8.257465
, , 8.197551, 8.2575
, , 8.196112, 8.257855
, , 8.194888, 8.255541
, , 8.194068, 8.255186
, , 8.194613, 8.259364
, , 8.195877, 8.258784
, , 8.196422, 8.257795
, , 8.193399, 8.25748
, , 8.194273, 8.259384
, , 8.192894, 8.256505
, , 8.196062, 8.257875
, , 8.195502, 8.256775
, , 8.195332, 8.257585
, , 8.194813, 8.25744
, , 8.196097, 8.259888
, , 8.196042, 8.256385
, , 8.193743, 8.256126
, , 8.195622, 8.25775
, , 8.192969, 8.256865
